dict,field_key,field_order,kanda,varga,upavarga,amar_lemmas,covered_lemmas,coverage_pct,covered_examples,missing_examples
mw,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,788,0.9325,Uravya|arya|vESya|BUmispfS|viS|AjIva|jIvikA|vftti,uraja|vArtA|pASupAlya|vArDUzika|vArDuzi|aRavIna|cARakIRa|gODumIRa
mw72,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,546,0.6462,Uravya|arya|vESya|viS|AjIva|jIvikA|vArtA|vftti,uraja|BUmispfS|Svavftti|uYCaSila|satyAnfta|vaRigBAva|arTaprayoga|vfdDijIvikA
mwe,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,2,0.0024,go|vista,Uravya|uraja|arya|vESya|BUmispfS|viS|AjIva|jIvikA
pe,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,99,0.1172,vESya|anfta|fta|satyAnfta|kusIda|kfzIvala|kedAra|kzetra,Uravya|uraja|arya|BUmispfS|viS|AjIva|jIvikA|vArtA
pgn,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,8,0.0095,kzetra|kfzRa|pfTu|viSva|gopAla|ABIra|Badra|vaNga,Uravya|uraja|arya|vESya|BUmispfS|viS|AjIva|jIvikA
pui,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,153,0.1811,vESya|viS|vArtA|vftti|kfzi|fta|amfta|fRa,Uravya|uraja|arya|BUmispfS|AjIva|jIvikA|vartana|jIvana
pw,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,703,0.8320,Uravya|arya|vESya|BUmispfS|viS|AjIva|jIvikA|vftti,uraja|vArtA|vArDUzika|vArDuzi|aRavIna|cARakIRa|gODumIRa|kAlAyIRa
pwg,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,699,0.8272,Uravya|arya|vESya|BUmispfS|viS|AjIva|jIvikA|vftti,uraja|vArtA|uYCaSila|vArDUzika|vArDuzi|aRavIna|cARakIRa|gODumIRa
pwkvn,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,93,0.1101,arya|viS|AjIva|vartana|Svavftti|anfta|fta|amfta,Uravya|uraja|vESya|BUmispfS|jIvikA|vArtA|vftti|jIvana
sch,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,219,0.2592,arya|viS|AjIva|vftti|vartana|jIvana|pASupAlya|Svavftti,Uravya|uraja|vESya|BUmispfS|jIvikA|vArtA|kfzi|vARijya
shs,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,683,0.8083,Uravya|vESya|BUmispfS|viS|AjIva|jIvikA|vftti|jIvana,uraja|arya|vArtA|vartana|vaRigBAva|paryudaYcana|vArDUzika|vArDuzi
skd,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,175,0.2071,jIvikA|sevA|fta|fRa|vfdDijIvikA|aDamarRa|lozwa|Pala,Uravya|uraja|arya|vESya|BUmispfS|viS|AjIva|vArtA
snp,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,51,0.0604,Pala|yava|kalAya|hareRu|koradUza|kodrava|masUra|vanamudga,Uravya|uraja|arya|vESya|BUmispfS|viS|AjIva|jIvikA
stc,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,348,0.4118,arya|vESya|viS|AjIva|vArtA|vftti|vartana|jIvana,Uravya|uraja|BUmispfS|jIvikA|Svavftti|uYCaSila|satyAnfta|vaRigBAva
vcp,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,681,0.8059,Uravya|vESya|BUmispfS|AjIva|jIvikA|vftti|jIvana|kfzi,uraja|arya|viS|vArtA|vartana|vARijya|satyAnfta|vaRigBAva
vei,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,147,0.1740,arya|vESya|viS|kfzi|fRa|yavya|vapra|kzetra,Uravya|uraja|BUmispfS|AjIva|jIvikA|vArtA|vftti|vartana
wil,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,693,0.8201,Uravya|vESya|BUmispfS|viS|AjIva|jIvikA|vftti|jIvana,uraja|arya|vArtA|vartana|satyAnfta|vaRigBAva|paryudaYcana|vArDUzika
yat,dvitIyaM kARqam|vESyavargaH|,19,dvitIyaM kARqam,vESyavargaH,,845,698,0.8260,Uravya|vESya|BUmispfS|viS|AjIva|jIvikA|vftti|jIvana,uraja|arya|vArtA|vartana|vaRigBAva|paryudaYcana|vArDUzika|vArDuzi
abch,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,0,0.0000,,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|ugra|mAgaDa
acc,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,18,0.0516,ugra|jAbAla|devala|Barata|dakza|pawu|mAtaNga|Sabara,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|mAgaDa|mAhiza
acph,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,0,0.0000,,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|ugra|mAgaDa
acsj,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,0,0.0000,,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|ugra|mAgaDa
ae,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,0,0.0000,,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|ugra|mAgaDa
ap,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,152,0.4355,avaravarRa|ugra|mAgaDa|mAhiza|kzattf|sUta|caRqAla|kAru,SUdra|vfzala|jaGanyaja|saNkIrRa|ambazWa|vEdehaka|raTakAra|SreRi
ap90,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,100,0.2865,ugra|mAgaDa|mAhiza|kzattf|sUta|kAru|Silpin|kulaka,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|vEdehaka|raTakAra
armh,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,190,0.5444,SUdra|vfzala|ugra|mAgaDa|kzattf|sUta|raTakAra|caRqAla,avaravarRa|jaGanyaja|saNkIrRa|ambazWa|mAhiza|vEdehaka|SreRi|kulaka
ben,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,193,0.5530,SUdra|vfzala|ambazWa|ugra|mAgaDa|mAhiza|kzattf|sUta,avaravarRa|jaGanyaja|saNkIrRa|kulaSrezWin|palagaRqa|sOcika|raNgAjIva|citrakara
bhs,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,37,0.1060,ugra|mAgaDa|palagaRqa|lepaka|SOlbika|rajaka|devala|mAyA,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|mAhiza|kzattf
bop,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,122,0.3496,SUdra|jaGanyaja|saNkIrRa|ugra|mAgaDa|sUta|caRqAla|SreRi,avaravarRa|vfzala|ambazWa|mAhiza|kzattf|vEdehaka|raTakAra|kAru
bor,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,0,0.0000,,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|ugra|mAgaDa
bur,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,177,0.5072,SUdra|avaravarRa|vfzala|ambazWa|ugra|mAgaDa|kzattf|sUta,jaGanyaja|saNkIrRa|mAhiza|vEdehaka|raTakAra|Silpin|kulaka|kulaSrezWin
cae,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,204,0.5845,SUdra|avaravarRa|vfzala|jaGanyaja|ambazWa|ugra|mAgaDa|mAhiza,saNkIrRa|vEdehaka|kulaSrezWin|palagaRqa|lepaka|sOcika|raNgAjIva|SastramArja
ccs,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,179,0.5129,SUdra|avaravarRa|vfzala|jaGanyaja|ambazWa|ugra|mAgaDa|sUta,saNkIrRa|mAhiza|kzattf|vEdehaka|kulaka|kulaSrezWin|palagaRqa|lepaka
fri,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,81,0.2321,SUdra|vfzala|jaGanyaja|ugra|mAgaDa|sUta|kAru|Silpin,avaravarRa|saNkIrRa|ambazWa|mAhiza|kzattf|vEdehaka|raTakAra|caRqAla
gra,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,51,0.1461,SUdra|vfzala|ugra|kzattf|kAru|SreRi|takzan|tvazwf,avaravarRa|jaGanyaja|saNkIrRa|ambazWa|mAgaDa|mAhiza|sUta|vEdehaka
gst,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,11,0.0315,antAvasAyin|ajAjIva|apasada|anuzRa|antevAsin|anupadInA|aBizava|anutarzaRa,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|ugra|mAgaDa
ieg,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,46,0.1318,kzattf|sUta|raTakAra|Silpin|SreRi|mAlAkAra|carmakAra|svarRakAra,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|ugra|mAgaDa
inm,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,50,0.1433,SUdra|ambazWa|ugra|mAgaDa|kzattf|sUta|vEdehaka|caRqAla,avaravarRa|vfzala|jaGanyaja|saNkIrRa|mAhiza|raTakAra|kAru|Silpin
krm,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,11,0.0315,nawa|dakza|mlecCa|stena|Sulba|guRa|sUtra|pusta,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|ugra|mAgaDa
lan,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,69,0.1977,SUdra|vfzala|ugra|caRqAla|kAru|kumBakAra|kulAla|tvazwf,avaravarRa|jaGanyaja|saNkIrRa|ambazWa|mAgaDa|mAhiza|kzattf|sUta
lrv,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,285,0.8166,SUdra|avaravarRa|vfzala|jaGanyaja|ambazWa|ugra|mAgaDa|mAhiza,saNkIrRa|caRqAla|kumBakAra|palagaRqa|tantuvAya|kuvinda|raNgAjIva|pAdakft
mci,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,23,0.0659,SUdra|ambazWa|mAgaDa|mAhiza|vEdehaka|SreRi|kulaka|SORqika,avaravarRa|vfzala|jaGanyaja|saNkIrRa|ugra|kzattf|sUta|raTakAra
md,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,166,0.4756,SUdra|vfzala|ambazWa|ugra|mAgaDa|mAhiza|kzattf|sUta,avaravarRa|jaGanyaja|saNkIrRa|vEdehaka|kulaSrezWin|mAlika|kumBakAra|palagaRqa
mw,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,327,0.9370,SUdra|avaravarRa|vfzala|jaGanyaja|ambazWa|ugra|mAgaDa|mAhiza,saNkIrRa|pAdakft|nAqinDama|kAzWatakza|grAmADIna|mArdaNgika|vArtAvaha|kiNkara
mw72,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,235,0.6734,SUdra|vfzala|saNkIrRa|ambazWa|ugra|mAgaDa|mAhiza|kzattf,avaravarRa|jaGanyaja|raTakAra|kulaSrezWin|mAlAkAra|kumBakAra|palagaRqa|tantuvAya
mwe,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,0,0.0000,,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|ugra|mAgaDa
pe,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,43,0.1232,SUdra|ambazWa|ugra|mAgaDa|sUta|caRqAla|SORqika|devala,avaravarRa|vfzala|jaGanyaja|saNkIrRa|mAhiza|kzattf|vEdehaka|raTakAra
pgn,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,1,0.0029,mlecCa,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|ugra|mAgaDa
pui,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,62,0.1777,SUdra|vfzala|ambazWa|ugra|mAgaDa|mAhiza|sUta|caRqAla,avaravarRa|jaGanyaja|saNkIrRa|kzattf|vEdehaka|raTakAra|kulaSrezWin|mAlika
pw,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,303,0.8682,SUdra|avaravarRa|vfzala|jaGanyaja|ambazWa|ugra|mAgaDa|mAhiza,saNkIrRa|kzattf|pAdakft|nAqinDama|tvazwf|kAzWatakza|grAmADIna|SAmbarI
pwg,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,303,0.8682,SUdra|avaravarRa|vfzala|jaGanyaja|ambazWa|ugra|mAgaDa|mAhiza,saNkIrRa|kzattf|pAdakft|nAqinDama|tvazwf|kAzWatakza|grAmADIna|mAyA
pwkvn,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,27,0.0774,mAhiza|kalAda|divAkIrti|mAyA|kuSIlava|vERavika|kzullaka|dAsera,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|ugra|mAgaDa
sch,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,93,0.2665,ambazWa|mAgaDa|mAhiza|vEdehaka|caRqAla|kuvinda|citrakara|kalAda,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ugra|kzattf|sUta
shs,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,282,0.8080,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|ugra|mAgaDa,kumBakAra|SastramArja|pAdakft|carmakAra|lohakAraka|SANKika|SOlbika|varDaki
skd,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,66,0.1891,mAyA|SAmbarI|nawa|dAsa|dakza|pawu|plava|mlecCa,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|ugra|mAgaDa
snp,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,1,0.0029,akza,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|ugra|mAgaDa
stc,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,166,0.4756,SUdra|vfzala|ambazWa|ugra|mAgaDa|mAhiza|kzattf|sUta,avaravarRa|jaGanyaja|saNkIrRa|vEdehaka|raTakAra|kulaka|kulaSrezWin|mAlAkAra
vcp,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,278,0.7966,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|ugra|mAgaDa,vEdehaka|tunnavAya|SastramArja|asiDAvaka|pAdakft|carmakAra|lohakAraka|SOlbika
vei,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,59,0.1691,SUdra|vfzala|ambazWa|ugra|mAgaDa|kzattf|sUta|raTakAra,avaravarRa|jaGanyaja|saNkIrRa|mAhiza|vEdehaka|Silpin|kulaka|kulaSrezWin
wil,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,287,0.8223,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|ugra|mAgaDa,pAdakft|carmakAra|lohakAraka|SOlbika|varDaki|kAzWatakza|grAmADIna|divAkIrti
yat,dvitIyaM kARqam|SUdravargaH|,20,dvitIyaM kARqam,SUdravargaH,,349,290,0.8309,SUdra|avaravarRa|vfzala|jaGanyaja|saNkIrRa|ambazWa|ugra|mAgaDa,pAdakft|carmakAra|lohakAraka|SOlbika|varDaki|kAzWatakza|grAmADIna|divAkIrti
abch,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,0,0.0000,,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha
acc,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,44,0.0433,Danya|kuSala|varada|svAmin|ISvara|praBu|upADi|lakzmaRa,sukftin|puRyavat|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha|mahodyama
acph,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,0,0.0000,,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha
acsj,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,0,0.0000,,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha
ae,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,1,0.0010,lava,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha
ap,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,900,0.8850,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha,saMSayApannamAnasa|dakziReya|parIkzaka|harzamARa|izwArTodyukta|pati|aDiBU|aDipa
ap90,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,726,0.7139,puRyavat|Danya|hfdayAlu|pravIRa|nipuRa|aBijYa|vijYa|nizRAta,sukftin|mahecCa|mahASaya|suhfdaya|mahotsAha|mahodyama|kftamuKa|saMSayApannamAnasa
armh,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,416,0.4090,mahecCa|mahotsAha|pravIRa|aBijYa|nizRAta|Sikzita|kftamuKa|kuSala,sukftin|puRyavat|Danya|mahASaya|hfdayAlu|suhfdaya|mahodyama|nipuRa
ben,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,392,0.3854,Danya|pravIRa|nipuRa|aBijYa|vijYa|kftin|kuSala|sAMSayika,sukftin|puRyavat|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha|mahodyama
bhs,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,150,0.1475,nipuRa|kftin|kuSala|dakziReya|kAraRika|sarala|udAra|pratIta,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha
bop,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,406,0.3992,sukftin|puRyavat|Danya|mahASaya|nipuRa|aBijYa|vijYa|nizRAta,mahecCa|hfdayAlu|suhfdaya|mahotsAha|mahodyama|pravIRa|Sikzita|vEjYAnika
bor,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,1,0.0010,lava,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha
bur,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,597,0.5870,Danya|mahotsAha|mahodyama|pravIRa|nipuRa|vijYa|nizRAta|vEjYAnika,sukftin|puRyavat|mahecCa|mahASaya|hfdayAlu|suhfdaya|aBijYa|Sikzita
cae,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,634,0.6234,sukftin|Danya|mahASaya|suhfdaya|mahotsAha|pravIRa|nipuRa|aBijYa,puRyavat|mahecCa|hfdayAlu|mahodyama|vEjYAnika|kftamuKa|saMSayApannamAnasa|dakziReya
ccs,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,546,0.5369,sukftin|Danya|mahASaya|suhfdaya|mahotsAha|pravIRa|nipuRa|aBijYa,puRyavat|mahecCa|hfdayAlu|mahodyama|vEjYAnika|kftamuKa|saMSayApannamAnasa|dakziReya
fri,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,324,0.3186,Danya|mahecCa|nipuRa|kuSala|pUjya|parIkzaka|varada|pramanas,sukftin|puRyavat|mahASaya|hfdayAlu|suhfdaya|mahotsAha|mahodyama|pravIRa
gra,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,147,0.1445,Danya|vimanas|dakziRa|udAra|vitta|iBya|Danin|pati,sukftin|puRyavat|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha|mahodyama
gst,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,85,0.0836,aBijYa|antarvARi|antarmanas|aDiBU|aDipa|aByAgArika|apAvfta|aDIna,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha
ieg,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,78,0.0767,kftin|kuSala|sAMSayika|parIkzaka|kAraRika|dakziRa|udAra|iBya,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha
inm,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,127,0.1249,kftin|kuSala|bahuprada|varada|dakziRa|pratIta|praTita|kftalakzaRa,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha
krm,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,16,0.0157,vada|SaWa|Kala|Kewa|sTUla|kfSa|tanu|kaRa,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha
lan,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,180,0.1770,Danya|pravIRa|aBijYa|kuSala|pUjya|vimanas|dakziRa|udAra,sukftin|puRyavat|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha|mahodyama
lrv,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,814,0.8004,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha,saMSayApannamAnasa|dakziReya|dakziRya|dAnaSORqa|harzamARa|izwArTodyukta|ISitf|aDikarDi
mci,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,28,0.0275,mahecCa|kuSala|samfdDa|mUka|dIrGasUtra|durmuKa|muKara|cikura,sukftin|puRyavat|Danya|mahASaya|hfdayAlu|suhfdaya|mahotsAha|mahodyama
md,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,477,0.4690,Danya|mahecCa|pravIRa|nipuRa|aBijYa|vijYa|nizRAta|Sikzita,sukftin|puRyavat|mahASaya|hfdayAlu|suhfdaya|mahotsAha|mahodyama|vEjYAnika
mw,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,973,0.9567,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha,dakziReya|harzamARa|aDikarDi|nirvArya|pitfsanniBa|alaNkarman|alaNkarizRu|GUrRita
mw72,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,841,0.8269,Danya|mahecCa|hfdayAlu|pravIRa|nipuRa|aBijYa|vijYa|nizRAta,sukftin|puRyavat|mahASaya|suhfdaya|mahotsAha|mahodyama|kftamuKa|saMSayApannamAnasa
mwe,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,2,0.0020,lava|sita,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha
pe,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,88,0.0865,kuSala|vadAnya|varada|pratIta|ISvara|praBu|samfdDa|mUka,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha
pgn,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,5,0.0049,lakzmaRa|pfTu|viSva|gupta|budDa,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha
pui,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,159,0.1563,mahotsAha|pravIRa|nipuRa|kftin|kuSala|Ayuzmat|varada|utka,sukftin|puRyavat|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahodyama
pw,tftIyaM sAmAnyakARqam|viSezyaniGnavargaH|,21,tftIyaM sAmAnyakARqam,viSezyaniGnavargaH,,1017,772,0.7591,sukftin|Danya|mahecCa|mahASaya|hfdayAlu|suhfdaya|mahotsAha|mahodyama,puRyavat|saMSayApannamAnasa|dakziReya|Ayuzmat|harzamARa|vikurvARa|hfzwamAnasa|Asakta
