L,headword_slp1,parvan,verse,marker,confidence,category,delta
75428,daMSa,9,2582,fehlerhaft,high,displaced,-1306
49688,pralamba,9,2599,zu lesen,high,displaced,141
49688,pralamba,9,2599,st.,medium,displaced,141
68257,upaplavya,9,3482,zu lesen,high,displaced,9
51214,prezya,9,3605,zu lesen,high,displaced,-1610
55050,Buj,11,97,zu lesen,high,displaced,448
55050,Buj,11,97,st.,medium,displaced,448
113928,sTA,11,113,zu lesen,high,displaced,74
113928,sTA,11,113,st.,medium,displaced,74
49291,prapAta,11,146,zu lesen,high,displaced,-108
98303,Salya,12,535,zu lesen,high,displaced,1286
98303,Salya,12,535,st.,medium,displaced,1286
96281,vyaD,12,1213,st.,medium,displaced,-724
48651,pratizWAna,12,1455,falsch,medium,displaced,1381
31145,trivft,12,1632,zu lesen,high,displaced,7190
31145,trivft,12,1632,st.,medium,displaced,7190
87496,vaYcana,12,2036,zu schreiben,high,displaced,-1569
103164,saMsTAna,12,2112,st.,medium,displaced,490
76490,Darma,12,2260,st.,medium,displaced,-7
24556,caturASrAmya,12,2425,fehlerhaft,high,displaced,-164
104728,saMDAya,12,2662,st.,medium,displaced,2568
99198,SAsya,12,2691,fehlerhaft,high,displaced,-58
73952,cOkza,12,2855,zu lesen,high,displaced,1415
73952,cOkza,12,2855,st.,medium,displaced,1415
88503,vart,12,2882,st.,medium,displaced,16
102923,saMviBajya,12,2915,st.,medium,displaced,-18
39105,niyAmana,12,3319,fehlerhaft,high,displaced,4038
52927,buD,12,3686,fehlerhaft,high,displaced,-521
68632,uzwra,12,3717,fehlerhaft,high,displaced,418
36186,Dar,12,3837,fehlerhaft,high,displaced,55
88455,varRay,12,3926,st.,medium,displaced,168
91473,vitaTa,12,4010,falsch,medium,displaced,2171
78261,parihArya,12,4100,fehlerhaft,high,displaced,-40
47791,pragalBa,12,4210,zu lesen,high,displaced,59
58760,mahAmati,12,4263,zu lesen,high,displaced,583
55960,Bram,12,4284,zu lesen,high,displaced,903
71571,kesara,12,4285,lies,high,displaced,-44
71571,kesara,12,4285,st.,medium,displaced,-44
98049,SaraRa,12,4286,statt,medium,displaced,-49
113947,sTAna,12,4294,zu schreiben,high,displaced,-8
115157,svayoni,12,4297,fehlerhaft,high,displaced,-44
25993,cOkza,12,4315,fehlerhaft,high,displaced,-45
100034,SIla,12,4619,fehlerhaft,high,displaced,-45
117355,hfda,12,4662,fehlerhaft,high,displaced,21
88813,valli,12,4841,st.,medium,displaced,-53
16114,kANkz,12,4870,zu lesen,high,displaced,-4251
31483,tvar,12,5003,zu lesen,high,displaced,-43
107493,sahaja,12,5151,fehlerhaft,high,displaced,-7
86010,lamb,12,5157,fehlerhaft,high,displaced,1358
93688,viSvAsa,12,5160,st.,medium,displaced,14
63925,antika,12,5202,lies,high,displaced,1234
63925,antika,12,5202,st.,medium,displaced,1234
70680,kAzAya,12,5292,lies,high,displaced,-53
70680,kAzAya,12,5292,st.,medium,displaced,-53
48978,pratyAdeSa,12,5553,zu lesen,high,displaced,-56
48978,pratyAdeSa,12,5553,st.,medium,displaced,-56
98274,SalAka,12,5560,fälschlich,medium,displaced,-56
50258,praharaRa,12,6121,zu lesen,high,displaced,-69
114037,sTiti,12,6138,fehlerhaft,high,displaced,740
33505,durAsada,12,6203,zu lesen,high,displaced,-69
33505,durAsada,12,6203,st.,medium,displaced,-69
113928,sTA,12,6244,zu lesen,high,displaced,159
57138,maDyadeSIya,12,6294,zu lesen,high,displaced,-74
57137,maDyadeSa,12,6310,fehlerhaft,high,displaced,-90
45905,punarBU,12,6447,lies,high,displaced,-1919
61982,meDAvin,12,6524,fehlerhaft,high,displaced,-3280
103843,saYj,12,6670,zu lesen,high,displaced,-1234
108767,sArgAla,12,6711,zu lesen,high,displaced,-82
33706,durBikza,12,6747,fälschlich,medium,displaced,-83
78885,pUrvadehika,12,6758,st.,medium,displaced,5393
103889,saMjYita,12,6821,zu lesen,high,displaced,48
89800,vAti,12,6978,fehlerhaft,high,displaced,-4204
106569,sarj,12,7107,fehlerhaft,high,displaced,-7073
62121,mETuna,12,7255,statt,medium,displaced,203
48670,pratisaMhAra,12,7345,fehlerhaft,high,displaced,2749
101474,SravaRa,12,7397,zu lesen,high,displaced,-74
101474,SravaRa,12,7397,st.,medium,displaced,-74
26893,jalajIvin,12,7427,fehlerhaft,high,displaced,-97
103843,saYj,12,7563,st.,medium,displaced,-2127
82136,yuga,12,7575,st.,medium,displaced,-15
49183,pradeSa,12,7576,zu lesen,high,displaced,-97
34632,devarzi,12,7663,st.,medium,displaced,570
49930,pravyAhAra,12,8088,fehlerhaft,high,displaced,-110
99248,SiKaRqin,12,8150,zu lesen,high,displaced,-102
88241,varAha,12,8264,st.,medium,displaced,-741
54780,BAs,12,8345,zu lesen,high,displaced,215
53377,brahman,12,8540,zu lesen,high,displaced,7
75503,damayantI,12,8604,fehlerhaft,high,displaced,634
80368,madayantI,12,8604,fälschlich,medium,displaced,-118
40630,nuda,12,8777,zu lesen,high,displaced,-2225
61143,musala,12,8831,st.,medium,displaced,-4453
104359,sadevaka,12,8942,zu lesen,high,displaced,-121
106160,saMprasAda,12,8947,zu lesen,high,displaced,-121
49385,praBava,12,9211,zu lesen,high,displaced,47
49385,praBava,12,9211,st.,medium,displaced,47
92241,vipAna,12,9270,fehlerhaft,high,displaced,1819
85996,laB,12,9431,fehlerhaft,high,displaced,-7
39285,nirAsa,12,9646,fehlerhaft,high,displaced,-85
27197,jAWara,12,9661,zu lesen,high,displaced,853
57513,mantray,12,9821,zu lesen,high,displaced,381
52237,bahuBAzya,12,9865,fehlerhaft,high,displaced,-150
101382,Syena,12,9943,zu lesen,high,displaced,-4230
36167,Danvin,12,10361,zu lesen,high,displaced,149
36167,Danvin,12,10361,st.,medium,displaced,149
92004,vinAyaka,12,10477,st.,medium,displaced,-163
87492,vaYc,12,10934,fehlerhaft,high,displaced,515
87492,vaYc,12,10934,zu lesen,high,displaced,515
75437,dakza,12,10983,st.,medium,displaced,-124
109448,siDya,12,11268,fehlerhaft,high,displaced,-1735
53862,Baj,12,11290,fehlerhaft,high,displaced,-324
53862,Baj,12,11290,st.,medium,displaced,-324
22041,garh,12,11822,zu lesen,high,displaced,-2610
66073,AkiMcanya,12,11901,zu lesen,high,displaced,-5410
66073,AkiMcanya,12,11901,st.,medium,displaced,-5410
81327,yaTArTa,12,11904,unrichtig,medium,displaced,452
81327,yaTArTa,12,11904,falsch,medium,displaced,452
44654,pAralOkika,12,12053,fälschlich,medium,displaced,1739
36186,Dar,12,12529,zu lesen,high,displaced,5
36186,Dar,12,12529,st.,medium,displaced,5
28008,jyotiza,12,13136,fälschlich,medium,displaced,-98
100866,SEkya,12,13202,fehlerhaft,high,displaced,-26
106126,saMpradAna,12,13204,fehlerhaft,high,displaced,-26
45321,pitrya,12,13399,zu lesen,high,displaced,12
31244,trisOparRa,12,13567,zu lesen,high,displaced,-3317
64804,amfta,13,23,lies,high,displaced,1215
64804,amfta,13,23,st.,medium,displaced,1215
39849,nivftti,13,54,zu lesen,high,displaced,1093
81875,yAjya,13,178,st.,medium,displaced,2727
84878,ruci,13,251,st.,medium,displaced,-10
66527,AnfSaMsa,13,263,st.,medium,displaced,26
100388,SuBa,13,344,zu lesen,high,displaced,-40
97785,Sabara,13,733,zu lesen,high,displaced,441
95554,vezw,13,764,fehlerhaft,high,displaced,408
99255,SiKA,13,862,zu lesen,high,displaced,310
63314,aDyAsa,13,867,fehlerhaft,high,displaced,798
103335,sakti,13,871,fehlerhaft,high,displaced,289
90545,vAsa,13,882,zu schreiben,high,displaced,100
51753,banD,13,899,fehlerhaft,high,displaced,316
113456,skanDa,13,907,fehlerhaft,high,displaced,5651
82492,yogi,13,916,st.,medium,displaced,-7
115139,svayaMBuva,13,1011,fehlerhaft,high,displaced,-4
113583,stamba,13,1090,fehlerhaft,high,displaced,-86
105876,samuddeSa,13,1125,zu lesen,high,displaced,1685
10888,uttara,13,1143,zu lesen,high,displaced,373
57271,manas,13,1393,zu lesen,high,displaced,-31
88106,vara,13,1441,statt,medium,displaced,-84
98693,SAwa,13,1485,st.,medium,displaced,50
98693,SAwa,13,1485,fälschlich,medium,displaced,50
113928,sTA,13,1660,zu lesen,high,displaced,149
65300,alolupa,13,1705,lies,high,displaced,324
18692,kfttikA,13,1708,zu lesen,high,displaced,1548
62586,agni,13,1729,lies,high,displaced,-43
45045,piNga,13,1741,zu lesen,high,displaced,-494
105781,samIkza,13,1752,fehlerhaft,high,displaced,-433
101448,Srama,13,1948,fälschlich,medium,displaced,-31
87645,vatsya,13,1951,fehlerhaft,high,displaced,-108
116342,haris,13,2119,fehlerhaft,high,displaced,-960
42310,para,13,2134,st.,medium,displaced,-14
41759,paRqitamAnin,13,2195,zu lesen,high,displaced,5342
41759,paRqitamAnin,13,2195,st.,medium,displaced,5342
82848,rakz,13,2221,zu lesen,high,displaced,19
53763,Baga,13,2328,zu lesen,high,displaced,19
53763,Baga,13,2328,zu lesen,high,displaced,19
32585,dAyAdya,13,2522,lies,high,displaced,1050
31803,datta,13,2616,zu lesen,high,displaced,-62
60501,miTyA,13,2623,falsch,medium,displaced,-376
100488,Sulka,13,2624,fehlerhaft,high,displaced,-144
90853,vikAra,13,2761,zu lesen,high,displaced,689
55847,Bogya,13,2772,fehlerhaft,high,displaced,-1586
97017,Saka,13,2835,fehlerhaft,high,displaced,-64
88503,vart,13,3126,st.,medium,displaced,-59
97001,SaMs,13,3139,fehlerhaft,high,displaced,-21
96042,vESya,13,3140,fehlerhaft,high,displaced,-69
106590,sarp,13,3186,zu lesen,high,displaced,71
44637,pAramaka,13,3350,fehlerhaft,high,displaced,60
38979,nipAta,13,3439,fehlerhaft,high,displaced,1189
38986,nipAna,13,3439,lies,high,displaced,-2201
77143,nipAna,13,3439,st.,medium,displaced,-2201
114658,syad,13,3495,fehlerhaft,high,displaced,-1028
49414,praBAva,13,3499,st.,medium,displaced,-114
114790,srota,13,3512,fälschlich,medium,displaced,173
101849,Sruti,13,3670,zu lesen,high,displaced,-217
50234,prasrava,13,3683,fälschlich,medium,displaced,19
114658,syad,13,3719,fehlerhaft,high,displaced,-1252
94085,vizyanda,13,3727,zu lesen,high,displaced,-27
83542,raB,13,3943,zu lesen,high,displaced,-1789
103442,saMkalpa,13,4033,zu lesen,high,displaced,316
103442,saMkalpa,13,4033,st.,medium,displaced,316
60577,miSra,13,4071,statt,medium,displaced,-772
60577,miSra,13,4071,statt,medium,displaced,-772
111066,sura,13,4108,fehlerhaft,high,displaced,-43
23691,grahapati,13,4133,fehlerhaft,high,displaced,-2981
113928,sTA,13,4215,zu lesen,high,displaced,-404
25554,cint,13,4341,fehlerhaft,high,displaced,299
18427,kUwa,13,4526,fälschlich,medium,displaced,1205
18427,kUwa,13,4526,falsch,medium,displaced,1205
55847,Bogya,13,4529,zu lesen,high,displaced,-3343
66428,ADAna,13,4633,lies,high,displaced,-3417
66428,ADAna,13,4633,st.,medium,displaced,-3417
42634,pari,13,4672,st.,medium,displaced,-1132
49080,praT,13,4679,zu lesen,high,displaced,49
97001,SaMs,13,4734,zu lesen,high,displaced,26
80914,yajYaka,13,4818,fehlerhaft,high,displaced,1680
40058,nizkakaRWa,13,4939,zu lesen,high,displaced,-5
113603,stamBa,13,4990,zu lesen,high,displaced,262
30476,tejas,13,5018,lies,high,displaced,14
99451,SiraHsnAta,13,5024,st.,medium,displaced,56
106569,sarj,13,5025,zu lesen,high,displaced,1427
106569,sarj,13,5025,st.,medium,displaced,1427
25031,carya,13,5101,zu lesen,high,displaced,1437
116374,hartar,13,5466,fehlerhaft,high,displaced,-2371
89136,vastu,13,5519,fehlerhaft,high,displaced,-1659
89136,vastu,13,5519,statt,medium,displaced,-1659
105540,samADi,13,5535,zu lesen,high,displaced,-895
84882,rucitA,13,5628,fehlerhaft,high,displaced,-4854
113928,sTA,13,5785,zu lesen,high,displaced,-73
113928,sTA,13,5785,st.,medium,displaced,-73
47940,prajas,13,6062,zu lesen,high,displaced,1333
48616,pratiSraya,13,6063,zu lesen,high,displaced,398
89462,vAcA,13,6149,fehlerhaft,high,displaced,7
36858,DUma,13,6151,fehlerhaft,high,displaced,589
54756,BAz,13,6338,fehlerhaft,high,displaced,141
92774,virama,13,6415,fehlerhaft,high,displaced,577
106569,sarj,13,6460,fehlerhaft,high,displaced,-8
94587,vIrAsana,13,6515,zu lesen,high,displaced,-6159
50491,prAcetasa,13,6830,zu lesen,high,displaced,-4346
113924,sTavira,13,6955,zu lesen,high,displaced,-1937
113924,sTavira,13,6955,st.,medium,displaced,-1937
29372,tAraRa,13,6986,lies,high,displaced,-3245
95753,vEdya,13,7108,fehlerhaft,high,displaced,-141
95753,vEdya,13,7108,fehlerhaft,high,displaced,-141
37719,namuca,13,7112,statt,medium,displaced,-5861
98785,SAna,13,7175,fehlerhaft,high,displaced,-6
100386,SuB,13,7183,st.,medium,displaced,-73
57924,marj,13,7219,st.,medium,displaced,-6578
54756,BAz,13,7302,fehlerhaft,high,displaced,110
31145,trivft,13,7379,fälschlich,medium,displaced,-5838
57924,marj,13,7426,fehlerhaft,high,displaced,-6785
114357,sparS,13,7446,zu lesen,high,displaced,-1708
114357,sparS,13,7446,st.,medium,displaced,-1708
106569,sarj,13,7447,fehlerhaft,high,displaced,-995
54903,Binnavftta,13,7544,fehlerhaft,high,displaced,-7031
54903,Binnavftta,13,7544,st.,medium,displaced,-7031
45265,pitfpEtAmaha,13,7556,st.,medium,displaced,-387
42352,paratra,13,7688,zu lesen,high,displaced,-276
88999,vasu,13,7774,zu lesen,high,displaced,14
94837,vfTA,13,13354,zu lesen,high,displaced,-7329
88503,vart,14,77,fehlerhaft,high,displaced,84
108547,sAMprata,14,93,zu lesen,high,displaced,63
81875,yAjya,14,99,zu lesen,high,displaced,25
81875,yAjya,14,99,st.,medium,displaced,25
46007,puras,14,499,lies,high,displaced,478
87675,vaD,14,560,zu lesen,high,displaced,-235
92885,viroDa,14,573,fehlerhaft,high,displaced,1455
102166,Svas,14,573,zu lesen,high,displaced,50
108632,sAra,14,597,fehlerhaft,high,displaced,-90
44598,pAraga,14,600,zu lesen,high,displaced,1438
103843,saYj,14,991,fehlerhaft,high,displaced,-888
103556,saNga,14,1001,st.,medium,displaced,-318
91173,vicintA,14,1240,fehlerhaft,high,displaced,-375
103843,saYj,14,1378,fehlerhaft,high,displaced,-1275
94193,vistAra,14,1414,fehlerhaft,high,displaced,4
20941,Kan,14,1716,zu lesen,high,displaced,4
95950,vErAwa,14,1836,zu lesen,high,displaced,-25
93838,vizayAnta,14,2176,zu lesen,high,displaced,-30
93838,vizayAnta,14,2176,st.,medium,displaced,-30
50820,prAya,14,2357,fehlerhaft,high,displaced,-568
50820,prAya,14,2357,fehlerhaft,high,displaced,-568
50820,prAya,14,2357,st.,medium,displaced,-568
50820,prAya,14,2357,st.,medium,displaced,-568
50820,prAya,14,2358,fehlerhaft,high,displaced,-569
85553,rOdra,14,2476,fehlerhaft,high,displaced,-2267
27221,jAti,14,2549,lies,high,displaced,-1283
27221,jAti,14,2549,st.,medium,displaced,-1283
88549,varD,14,2590,fehlerhaft,high,displaced,156
32576,dAya,14,2672,lies,high,displaced,81
53862,Baj,14,2673,fehlerhaft,high,displaced,-1990
94757,vftta,14,2713,zu lesen,high,displaced,129
44166,pARqa,15,81,fehlerhaft,high,displaced,6
88503,vart,15,191,fehlerhaft,high,displaced,-75
39600,niryARa,15,439,fälschlich,medium,displaced,173
39600,niryARa,15,439,statt,medium,displaced,173
103843,saYj,15,544,zu lesen,high,displaced,138
107279,salokatA,15,555,zu lesen,high,displaced,9
105517,samAgama,15,784,zu lesen,high,displaced,5
105517,samAgama,15,784,st.,medium,displaced,5
54581,BArata,18,210,zu lesen,high,displaced,4
54581,BArata,18,210,st.,medium,displaced,4
