L,headword_slp1,parvan,verse,marker,confidence,printed_slp1,corrected_slp1,edition_ref,quote
79103,praRaya,3,8584,st.,medium,,sAtadApraRayaM,Bomb,"ch MBH. 5,7322. Z. 17, die ed. Bomb. liest 3,8584 {#tadA sapraRayaM#} st. {#sA tadA praRayaM#}."
99812,Siz,3,8603,statt,medium,,pARqavasya,Bomb,3242. 7923 (med.). 8603 ({#viSezitum#} = {#viSezayitum#}; statt {#pARqavasya#} ist mit der ed. Bomb. {#pARqavaM sma#} zu lesen). 14
116374,hartar,3,8756,st.,medium,kartar,kartar,Bomb,"zwar#} und {#Bartar#} (so ed. Bomb. st. {#kartar#}) MBH. 3,8756. HARIV. 14480. — {#viSvAsa˚#} MBH. 13,"
81827,yAc,3,8780,st.,medium,prayAcAmovaraMtvAm,prayAcata,Bomb,"yuktAstena prayAcitum#} R. 5,81,42. {#prayAcAmo varaM tvAm#} MBH. 3,8780. st. {#prayAcata#} 13,114 liest die ed. Bomb. besser {#ayAcata"
57948,mard,3,10203,st.,medium,tAMSca(SatrUn)sarvAnavAmfdBAdrAmaH,ava˚,Calc,"#ava˚#} ed. Calc.). {#tAMSca (SatrUn) sarvAnavAmfdBAdrAmaH#} MBH. 3,10"
34077,duhitar,3,10304,falsch,medium,,,,"ll nach BENFEY (Vollst. Gr. 315, Anm. 1) MBH. 3,10304 vorkommen; das Citat ist aber falsch, 10340 findet sich das regelmässige {#duhitaram#}. Vor {#duhitar#} b"
71181,kuvartman,3,10571,st.,medium,va˚,kuDarman,Bomb,"} + {#va˚#}) n. {%ein schlechter Weg, eine falsche Lehre%} MBH. 3,10571 Lesart der ed. Bomb. st. {#kuDarman#}. SARVADARŚANAS. 72,17."
53686,brU,3,10657,fälschlich,medium,bravIhi,bruyAt,,inabilien gaṇa {#cAdi#} zu P
25298,ci,3,10676,fälschlich,medium,yaTAvAcamavacinvantisantaH,avici˚,,"(WEST.: {%comprehendere%}): {#yaTA vAcamavacinvanti santaH#} MBH. 3,10676. Dafür fälschlich {#avici˚#} 10677. — {#upa#} dass., vgl."
51753,banD,3,10727,fälschlich,medium,banDizye,badDum,,"ls>P. 7,2,10. {#banDizyati#} HARIV. 14323. {#banDizye#} MBH. 3,10727; {#bandDum#} (hier und da fälschlich {#badDum#}), {#banDitum#} R. 2,18,23; {#badDvA/#}; pass. {#baDyateH#} <"
81648,yavakrin,3,10733,st.,medium,"yavakrI,yavakrIta",yavakrin,Bomb,"{#yavakrin#}¦ m. = {#yavakrI, yavakrIta#} MBH. 3,10733. {#yavakrIs#} st. {#yavakrin#} ed. Bomb."
48457,pratimAna,3,10879,st.,medium,,'prati˚,,"=""MBH."">7,4632. 9,93. 14,68. 3,10879 (wo {#prati˚#} st. {#'prati˚#} zu lesen ist). {#yam — pratimAnaM prakurvanti#} BHĀG. P. 7,4,35"
79199,pratimAna,3,10879,fälschlich,medium,,a˚,,"mAna#}¦ 2〉 Sp. 969, Z. 1 auch NĪLAK. liest 3,10879 fälschlich {#a˚#} {%unvergleichlich%}. Z. 4. fgg. vgl. oben u"
17687,kutra,3,10953,st.,medium,asureByoBayaMnAstiyuzmAkaMkutracitkvacit,kutracitaM,,"ds, nirgendswohin%"
69878,kart,3,11383,st.,medium,prakartata,prakartata,Bomb,"na#}. — {#pra#}, {#vikartata#} st. {#prakartata#} MBH. 3,11383, ed. Bomb."
107462,sah,3,11388,st.,medium,"vIryam,balam",sahituM,Bomb,"4. {#bARavarzam, bARAn#} HARIV. 8088. {#vIryam, balam#} MBH. 3,11388 ({#sahitaM#} st. {#sahituM#} ed. Bomb.). RAGH. 4,69. {#parAkramam#} MBH. 1,5960"
50316,prahlAdana,3,11446,st.,medium,suKa˚,suKa˚,,",187,10. {#muKa˚#} (so ist wohl st. {#suKa˚#} zu lesen) MBH. 3,11446. {#manaH˚#} 14,2045. <ls"
6879,aS,3,11477,statt,medium,,prASyanti,,". M. 2,62. 3,73. 74. MBH. 3,11477. {#prASa#} 2. sg. imperat. R. 3,63,18. (statt {#prASyanti#} R. 1,13,41 ist {#prAsyanti#} zu lesen, wie auch SCHL. übe"
52795,bIjapUra,3,11568,fälschlich,medium,˚pUraka,˚pura,,"7. <ls n=""ŚĀRṄG"
74187,jambu,3,11569,st.,medium,jambUMSca,jambUMSca,Bomb,"jambu#}¦ 1〉 Z. 7, st. {#jambUMSca#} (m.) MBH. 3,11569 liest die ed. Bomb. {#j"
15351,karRapUra,3,11589,st.,medium,karRikArAnvikasitAnkarRapUrAnivottamAn,vasanta,,#}). MED. r. 256. {#karRikArAnvikasitAnkarRapUrAnivottamAn#} M
10470,Ikz,3,11657,st.,medium,,prekzya˚,,"miha tAta yuDizWira . prekzante sarvaBUtAni bahuSaH parvasaMDizu ..#} MBH. 3,11657. INDR. 2,26. DRAUP. 1,2 (lies {#prekzamARA#} st. {#prekzya˚#}). ARJ. 1,1. {#prEkzatAnimizo devIm#} R. 2,12,48. <ls"
72557,ganDarva,3,11762,st.,medium,,,,"ab> 6 lies ŚUK. st. ŚĀK. — 2〉d〉 MBH. 3,11762 fasst NĪLAK. das Wort"
85093,ruh,3,11906,statt,medium,tas,tas,,"s statt der Endung des abl. hier nicht {#tas#} stehen könne) MBH. 3,11906. fg."
87964,vand,3,11907,st.,medium,,cavandya,,">40,3 (39,3 GORR.). 113,6. MBH. 3,11907 (st. {#ca vandya#} hat ARJ. 1,5 {#vavanda#}). HARIV. 14106. BHĀG. P"
84768,ripu,3,11912,st.,medium,Sakra˚,ari,,"."">79,24. {#˚nAgakulAntaka#} RĀJA-TAR. 1,89. {#Sakra˚#} MBH. 3,11912. {#krOYca˚#} Spr. 64; vgl. H. 10 (wo die v. l. {#ripu#} st. {#ari#} hat) und {#madana˚, maDu˚#}. In der Astrol. {%ein feindlicher Plane"
42633,parAhRa,3,11998,st.,medium,pUrvAhna,aTaparAhne,,"chreiben). {#pUrvAhna#} in derselben Bed. ARJ. 4,7 (MBH. 3,11998 liest {#aTAparAhRe#} st. {#aTa parAhne#}). PAÑCAT. 247,12. VARĀH. BṚH. S. 88,6. {#parAhna#}"
57252,man,3,12069,st.,medium,manvAna,anumata,,"ĀJA-TAR. 2,168. {#manvahe#} KATHĀS. 45,367."
85650,lakzmaRa,3,12182,st.,medium,lakzmaRAH,lakzmaRAH,,"2,89. ARJ. 9,21 ({#sArasAH#} st. {#lakzmaRAH#} MBH. 3,12182). {%eine weibliche Gans%} UJJVAL._zu_<l"
1122,awwAlaka,3,12199,fälschlich,medium,puram—gopurAwwAlakopetam,gopurAdAlako˚,,"nAm — nagarIm#} MBH. 3,13707. {#puram — gopurAwwAlakopetam#} 12199 (= ARJ. 10,3, wo fälschlich {#gopurAdAlako˚#} gedruckt ist). {#awwAlakezu ca — DvajAH samucCritAH#} R. 2,6,11</ls"
23656,graB,3,12225,st.,medium,˚hRAm,˚hRAm,,"RItAt; gfBRAna/#} und {#gfhRAna/; ˚agfhRam#} (st. {#˚hRAm#}) MBH. 3,12225. fg. (= ARJ. 10,28. fg.), {#pratyagfhRata#"
23656,graB,3,12225,st.,medium,˚hRAm,˚hRIta,,"RItAt; gfBRAna/#} und {#gfhRAna/; ˚agfhRam#} (st. {#˚hRAm#}) MBH. 3,12225. fg. (= ARJ. 10,28. fg.), {#pratyagfhRata#} (st. {#˚hRIta#}) 1774; eigenthümlich ved. {#gfBAya/ti#}"
60962,mud,3,12235,st.,medium,,pramu˚,Calc,"> liest die ed. Calc. u. Bomb. des MBH. 3,12235 {#pracuditEH(!)#} st. {#pramu˚#}. Vgl. {#pramud, pramuditA, pramoda, pramodana, pramodamAna#}. —"
73883,cud,3,12235,statt,medium,,˚pracoditEH,,"pracoditEH#} aus metrischen Rücksichten) {%geschnellt, abgeschossen%} MBH. 3,12235"
42573,parABAva,3,12242,st.,medium,parABAvAyaBArata,parABAvAyaBArata,,"ndrARAm#} ARJ. 10,45. st. {#parABAvAya BArata#} hat MBH. 3,12242: {#aBAvAya paraMtapa#}."
85093,ruh,3,12274,fälschlich,medium,saMrUQaM,saMrUQaM,,". {#saMrUQaSaravikzata#} (fälschlich {#saMrUQaM#} ARJ. 11,1) MBH. 3,12274. — 3〉 {%hervorbrechen,"
60883,muc,3,12381,st.,medium,mfgendrASca—vyamuYcantaguhABayAt,vimokzyAmi,,". {%verlassen%} (einen Ort): {#mfgendrASca — vyamuYcanta guhA BayAt#} MBH. 3,12381. HARIV. 1578 ({#nivatsyAmi#} st. {#vimokzyAmi#} die neuere Ausg.). RAGH. 16,46. KATHĀS. 54,55</"
72200,kzveqana,3,12389,st.,medium,kzveqana,˚kzveqanAdeva;kzveqa,Bomb,"{#kzveqana#}¦, MBH. 3,12389 (so ist zu lesen) hat die ed. Bomb. richtig {#˚kzveqanAdena#} st. {#˚kzveqanAdeva; kzveqa#} hat hier die Bed. {%Gift%}."
85042,ruD,3,12728,fälschlich,medium,svakarmaBirmAnavaMsaMnirudDam,svakarmaBirdAnavasaMnirudDe,,". {#svakarmaBirmAnavaM saMnirudDam#} 13,2956 = 3,12728, wo fälschlich {#svakarmaBirdAnavasaMnirudDe#} gelesen wird. — 2〉 {%hemmen, unterdrücken, auf"
101797,Sru,3,12772,st.,medium,tacCrUyatAMmama,muKAt,,"THĀS. 56,240. mit gen. der Person: {#tacCrUyatAM mama#} MBH. 3,12772. R. 1,4,28. mit {#muKAt#} st. des einf. abl. HIT. 39,7. pass. impers."
32168,dala,3,13178,st.,medium,,,,alloy%}. — 2〉 m.
51896,bala,3,13178,st.,medium,,dala,,"n=""MBH."">13,7108. — ε〉 ein Sohn Pariyātraʼs MBH. 3,13178. — ζ〉 ein Sohn Pariyātraʼs BHĀG. P. 9,12,2; st. dessen {#dala#} und {#nala#} andere Autt. — η〉 ein Lexicograph,"
23656,graB,3,13180,falsch,medium,,gfhItum,,"} P. 7,2,37. MBH. 1,5455. 3,2095. 13180. R. 3,61,36. 4,53,25. RAGH. 18,12 (dag. falsch {#gfhItum#} R. 5,2,25. HIT. 17,6. 23,11). pass.</"
63075,atra,3,13229,st.,medium,,atrA,,"ra#}¦ 2〉 {%hier%} so v. a. {%hier auf Erden, hier im Leben%} MBH. 3,13229. Spr. 3938. — {#atrA#} VS. 3,119. — Sp. 113, Z. 6 lies 112 st. 122."
116888,hiMs,3,13269,st.,medium,hinassi,hinassi,Bomb,"1] machen%} VOP. 25,17. — {#hiMsi#} st. {#hinassi#} MBH. 3,13269. {#hiMse#} (so ed. Bomb.) 1. <ab"
44894,pArzRi,3,13309,statt,medium,"vAmA,dakziRA",pArSva,,"telpferde ziehen an der {#Dur#}, {%der Deichsel%}): {#vAmA, dakziRA#} MBH. 3,13309 (im vorangehenden Śloka statt dessen {#pArSva#}). 4,1415. fg. {#pArzRisAraTI#} heissen {%die zwei Wag"
80347,maT,3,13322,st.,medium,pramATya,pramApya,Bomb,"caus. {%tödten, schlachten%} (als Opferthier): {#pramATya#} MBH. 3,13322 nach der schlechteren Lesart der ed. Bomb. st. {#pramApya#} der ed. Calc. [Page5-1664] — {#vi#} am Schluss nach"
48720,pratisrotas,3,13473,fälschlich,medium,˚Srotas,˚Srotas,,"#˚srotogAmin#} VYUTP. 73. Fälschlich {#˚Srotas#} geschrieben MBH. 3,13473. 6,101. 7,27"
98396,SaSAda,3,13515,st.,medium,,vaSAti,,">_im_ŚKDR. — b〉 Bein. Vikukṣiʼs MBH. 3,13515. fg. HARIV. 666. fgg. (die neuere Ausg. liest auch 664 {#SaSAda#} st. {#vaSAti#}). VP. 360. BHĀG. P. 9,6,11."
68875,ekapatnI,3,13632,st.,medium,striyaH,striyaH,,"l. P. 4,1,35 (so st. 45 zu lesen). {#striyaH#} MBH. 3,13632. {#nAryaH#} 13637</l"
101574,Sri,3,13658,st.,medium,grAmaMBEkzAyasaMSritaH,durgam,,", auf%}: {#grAmaM BEkzAya saMSritaH#} (st. des verbi finiti) MBH. 3,13658. {#durgam#} Spr. 2885. <ls n=""Spr."""
66094,Akranda,3,13859,st.,medium,,BrAtari,,"s n=""MBH."">3,13859. Der Schol. zu MBH. 1,6568. 3,13859 citirt MED. mit der richtigen Lesart {#trAtari#} st. {#BrAtari#}. — Vgl. {#durAkranda, nirA˚#}."
73487,caturviMSaka,3,13918,st.,medium,caturviMSaka,guRaH,,"{#caturviMSaka#}¦ adj. {%aus vierundzwanzig bestehend%} MBH. 3,13918, wo {#gaRaH#} st. {#guRaH#} zu lesen ist."
85093,ruh,3,13929,statt,medium,tadAdehIdehamanyaMvyatirohatikAlataH,tadAdehErdehavantovyatirohantinAnyaTA,,"en%}; mit acc.: {#tadA dehI dehamanyaM vyatirohati kAlataH#} MBH. 3,13929. statt dessen {#tadA dehErdehavanto vyatirohanti nAnyaTA#} 6,184. — caus.<"
66987,ASin,3,13994,st.,medium,nirASin,nirASIstva,,"Sitva#} {%das Nichtessen%}. {#nirASitva#} (vgl. {#nirASin#}) MBH. 3,13994 bedeutet das {%Aufgeben aller Hoffnungen, — Wünsche%}; st. dessen {#nirASIstva#} 12,12440. — Vgl. {#pavan"
111673,suveza,3,14168,st.,medium,,suveSa,Bomb,""">— b〉 N. pr. eines Feuers, eines Sohnes des Tapas, MBH. 3,14168. {#sureSa#} st. {#suveSa#} ed. Bomb."
87023,lohitoda,3,14269,statt,medium,A,,,">f. {#A#}) {%rothes Wasser%} oder {%Blut statt Wassers habend%} MBH. 3,14269. R. 4,44,65. — 2〉 m.</lex"
79314,praT,3,14417,st.,medium,praTayizyanti,BedaH,Bomb,"raTe#} 88,10. — caus. {#praTayizyanti#} MBH. 3,14417 fehlerhaft für {#prayatizyanti#}, wie die ed. Bomb. liest (mit vorangehendem {#Bede#} st. {#BedaH#})."
87008,lohitAyani,3,14494,st.,medium,,I,,"rI skandasya sA smftA . lohitAyanirityevaM kadambe sA hi pUjyate ..#} MBH. 3,14494. Man hätte {#lO˚#} erwartet; die Endung {#i#} st. {#I#} aus metrischen Rücksichten."
85996,laB,3,14797,st.,medium,lapsyAmi,alamBanta,,". {#lalABa#} Verz. d. Oxf. H. 25,b,13. fg. {#lapsyAmi#} MBH. 3,14797. {#lapsyanti#} HARIV. 11857. {#laBizyasi#} PAÑCAR. 1,13,34. st. des ungrammatischen {#alamBanta#} MBH. 3,8505. {#AlamBanta#} 1"
103193,saMsmAraRa,3,14854,st.,medium,saMsmAraRaM,saMsmAraRaM,,"aRaM#} st. {#saMsmAraRaM#}) {%das Ueberzählen%} (des Viehes) MBH. 3,14854."
13462,ekEkaSya,3,14903,statt,medium,,,,"ṣṭra"">Dh. {%zehn%} <is n=""Gandharva"
114102,sTURAkarRa,3,14995,fälschlich,medium,,sTUlA˚,Calc,">Bez. {%eines best. Geschosses%} MBH. 3,11967. 14995 ({#sTUlA˚#} fälschlich ed. Calc.). 5,1913. 4786. 7,"
89801,vAtika,3,15327,st.,medium,,vAtikEH,Bomb,"e Worte redend%}; m. {%Lobhudler, Schmeichler, Lobsänger%} MBH. 3,15327. fg. {#sidDacAraRavAtikEH#} ({#pannagEH#} st. {#vAtikEH#} ed. Bomb.) 7,6132. 7188."
108384,sAptapada,3,15439,fälschlich,medium,mEtrya,mitra,Calc,"ada#}): {#mEtra#} (hier und da fälschlich {#mitra#}, auch {#mEtrya#}) MBH. 3,15439 ({#sapta˚#} ed. Calc.). <ls n="
82233,yuD,3,15645,st.,medium,yaHkrudDamAyotsyasi,tatrAyuDAnA,,"3,10. — {#A#} {%bekämpfen%}: {#yaH krudDamAyotsyasi#} MBH. 3,15645. st. {#tatrAyuDAnA#} HARIV. 7959 liest die neuere Ausg. {#tatra praDAnA"
61440,mfga,3,15670,st.,medium,,mfgena,,"P und BENFEY DRAUP. 6,14 an; hier ist aber mit MBH. 3,15670 {#mfgErno#} st. {#mfgena#} (sic) zu lesen. — 2〉 f. {#I#} VOP. 4,15. <"
9940,i,3,15674,st.,medium,kabanDaMsamupeyatuH,vAsamupe˚,,"H#} ARJ. 1,7. {#kabanDaM samupeyatuH#} R. 3,75,49. (MBH. 3,15674 ist {#vAmamupetya pArSvam#} st. {#vA samupe˚#} zu lesen). — 2〉 {%zu Theil werden%}: {#udArA SrIH sTitA hy"
31573,daMSita,3,15684,st.,medium,,daMSitAni,,"MED. — DRAUP. 6,19 ist mit der Calc. Ausg. des MBH. 3,15684 {#daMSanAni#} st. {#daMSitAni#} zu lesen, wie schon BOPP im Glossar verbessert hat. <div n=""v"
55960,Bram,3,15734,st.,medium,sTAna,udBrAntaM,,"orn. 51,14. {#sTAna#} {%ein Ort, an dem es aufgeregt hergeht%}, MBH. 3,15734 ({#udBrAmya#} st. {#udBrAntaM#} DRAUP. 8,19). [Page5-0402] {#vismayodBrAntaBAziRAm#} {%aufger"
40628,nud,3,15739,st.,medium,sUtasyanudatovAhAn,tunnaM,,". 14,109. {%weitertreiben, antreiben%}: {#sUtasya nudato vAhAn#} MBH. 3,15739. {#nutta#} und {#nunna#} {%fortgestossen, fortgedrängt%} AK. 3,2,37. H. 1482. HALĀY. 4,82 (wo wohl {#nuttaM#} st. {#tunnaM#} zu lesen ist). {#gadAnunne mahAsure#}"
101797,Sru,3,15786,st.,medium,hetuMmegadataHSfRu,SfRuvacomahyam,,"a#} M. 3,36. MBH. 3,2832. {#hetuM me gadataH SfRu#} 15786. R. 2,64,31. MEGH. 13. {#tadapatyAni me SfRu#} BHĀG. P. 8,13,1. dat. st. gen.: {#SfRu vaco mahyam#} MBH. 6,2932. mit abl. der Pers"
101122,SoBana,3,15788,unrichtig,medium,˚SoBin,tadapinaSoBanaMviBAti,,"ausgezeichnet im Kampfe%} R. 4,18,12. {#Ahava˚#} ({#˚SoBin#} MBH. 3,15788) DRAUP. 9,12. {#tadapi na SoBanaM viBAti#} {%schlecht, unrichtig, falsch%} SARVADARŚANAS. 166,5. {#(yadi) saMtApayasi mAM BUyaH saMtaptAM tanna S"
101122,SoBana,3,15788,falsch,medium,˚SoBin,tadapinaSoBanaMviBAti,,"ausgezeichnet im Kampfe%} R. 4,18,12. {#Ahava˚#} ({#˚SoBin#} MBH. 3,15788) DRAUP. 9,12. {#tadapi na SoBanaM viBAti#} {%schlecht, unrichtig, falsch%} SARVADARŚANAS. 166,5. {#(yadi) saMtApayasi mAM BUyaH saMtaptAM tanna SoBanam#}"
100007,SIrzan,3,15815,falsch,medium,˚SIrzAH,SIrRa˚,,"10,90,1. ṢAḌV. BR. (nom. {#˚SIrzAH#} falsch). MBH. 3,15815. BHĀG. P. 2,1,28. {#SIrRa˚#} 3,18,5</ls"
15099,karaja,3,15837,fälschlich,medium,karaMja,karaMja,,"/ls> (fälschlich {#karaMja#}). MED. j. 21. M. 4,70. MBH. 3,15837. <ls n=""MBH. 3"
29355,tAra,3,16110,fälschlich,medium,,,,"ls>H. an. macht sie fälschlich zur Gemahlin Sugrīvaʼs). MBH. 3,16110. fgg. R. 1,1,67. <ls n="""
20315,kzip,3,16117,unrichtig,medium,tasyAstadAkzipyavacohitamuktaM,svoktamAkzipati,,"eisen, auf Etwas nicht achten%}: {#tasyAstadAkzipya vaco hitamuktaM#} MBH. 3,16117. AMAR. 79. {%als unrichtig zurückweisen%}: {#svoktamAkzipati#} Sch. zu ŚĀK. (ed. WILL.) 24,1. <div"
29396,tArApati,3,16130,fälschlich,medium,,,,">PURĀṆA. — c〉 Bein. des Affen Bālin MBH. 3,16130. Nach ŚKDR. fälschlich auch des Affen Sugriva. — d〉 N. eines Fürsten KṢITĪŚAV."
45963,pura,3,16215,st.,medium,sapurAmahI,pur,,"20. {#˚lABa#} 29,23. {#sapurA mahI#} MBH. 3,16215. Am Ende eines comp. (oxyt.) st. {#pur#} P. 5,4,74. 4,2,122. VOP. 6,69. Accent eine"
20082,kzaRadAcara,3,16357,fälschlich,medium,,kzaRadAracarEH,,"m. {%Nachtwandler, ein%} Rakṣas MBH. 3,11427. 16357 (fälschlich {#kzaRadAracarEH#}). 16383. DRAUP. 2,3. R. 3,35,4."
118931,iz,3,16487,st.,medium,iz,mAMca,,"I. 3. {#iz#}¦ 2〉 Z. 20 MBH. 3,16487 (beide Ausgg.) liest {#mAM cejjIvantamicCasi#} st. {#mAM ca#} u. s. w. — Z. 4 v. u. M. 12,37 ist de"
36186,Dar,3,16580,fälschlich,medium,yAvadBUmirDarizyati,DA˚,,"(SCHL. 1,60,28 fälschlich {#DA˚#}). {#yAvadBUmirDarizyati#} MBH. 3,16580. R. 6,81,22. <ls n=""R. 6"
60166,mAlava,3,16637,fälschlich,medium,mAnavI,mAnavI,,"Ahnfrau der Mālava SĀV. 1,19 (fälschlich {#mAnavI#} MBH. 3,16637). MBH. 3,16807. — 3〉 m. <"
108519,sAmIpya,3,16665,st.,medium,samIpa,gataM,Bomb,"on {#samIpa#}) 1〉 adj. {%benachbart, Nachbar%} MBH. 3,16665 ({#hftaM#} st. {#gataM#} mit der ed. Bomb. zu lesen). — 2〉 proparox. {"
87302,vac,3,16670,statt,medium,vAntASItyucyatebuDEH,kzetrevArawamucyate,,"2,10, Sch. {#vAntASItyucyate buDEH#} M. 3,109. MBH. 3,16670. ŚĀK. 67,23. P. 6,2,66, Sch. statt des nom. auch der loc.: {#kzetre vArawamucyate#} TRIK. 2,9,2."
116085,har,3,16692,st.,medium,samAhftya,samAhftya,,"rsammeln%} SĀV. 3,2 ({#samAhUya#} st. {#samAhftya#} MBH. 3,16692). {%zusammenfassen, zu einer Einheit vereinigen%"
86156,laz,3,16703,fälschlich,medium,,aBilasita,,"ehrt, gewünscht%}; n. {%das Begeh"
95788,vEDavya,3,16725,fälschlich,medium,,,,"BOPP und BENFEY fälschlich als adj. gefasst) MBH. 3,16725 (SĀV. 4,12)."
61706,mfdu,3,16746,st.,medium,˚gAminI,mfdu,,". {#svanasi mfdu#} ŚĀK. 22. {%sanft%} vom Gange: {#˚gAminI#} MBH. 3,16746. SĀV. 5,105 ({#gaja#} st. {#mfdu#} MBH. 3,16853). MĀRK. P. 16,25. {#˚gati (vAta)#} ŚUK."
97104,Sakti,3,16751,falsch,medium,Saktirastime,Saktirastime,,"{#na sTAtuM#} ({#sTAtu#} falsch SĀV. 5,4) {#Saktirasti me#} MBH. 3,16751. ŚĀK. 153. {#gamane#}"
47244,peSala,3,16783,st.,medium,manuzyABaktipeSalAH,SaktipeSala,,"grAmyapeSalAlApA#} RĀJA-TAR. 4,432. {#manuzyA BaktipeSalAH#} MBH. 3,16783 (st. dessen {#SaktipeSala#} SĀV. 5,35). {#vAtsalya˚#} RĀJA-TAR. 5,21. {"
83005,raj,3,16788,st.,medium,caraYjitAH,caraYjitAH,,"lt%} SĀV. 5,40 ({#caranti tAH#} st. {#ca raYjitAH#} MBH. 3,16788). R. GORR. 2,1,33. 4"
7011,aSrAy,3,16834,st.,medium,asrAyamARakO,Sa,,"t {#sa#} st. {#Sa#}) zu P. 3,1,18. {#asrAyamARakO#} MBH. 3,16834."
46024,purA,3,16846,st.,medium,purAHpurAmAtuHpiturvApiyadipaSyAmivipriyam.najIvizye,,,hen {#purAH purA mAtuH piturvApi yadi paSyAmi vipriyam . na jIvizye#}
21498,gaRay,3,16878,st.,medium,tAMstAnvigaRayannarTAn,arTAn,,"n=""MBH. 3,"">2877. {#tAMstAnvigaRayannarTAn#} SĀV. 6,20 (MBH. 3,16878: {#sarvAn#} st. {#arTAn#}, woher {%magni aestimare%} bei WEST.). {#evaM yaTAvadvigaRayya bu"
15749,kalp,3,17144,fälschlich,medium,yAtvAm—putratvekalpayizyati,,,"samudram#} MBH. 3,9912. {#yA tvAm — putratve kalpayizyati#} 17144. Statt des loc. wohl fälschlich der acc. 17142. — 5〉 {%für geeignet halten%}: {#"
15421,kart,3,17212,st.,medium,SastrARigfhItvAniSitaMsarvagAtrARyakfntata,kfta,,"sich abschneiden%}: {#SastrARi gfhItvA niSitaM sarvagAtrARyakfntata#} MBH. 3,17212. {#kftta#} {%abgeschnitten, zerspalten%} AK. 3,2,53. H. 1490. an. 2,164. MED. t. 12 (lies {#kftta#} st. {#kfta#}). {#a/kfttanABi#} ŚAT. BR. 11,8,3,6. {#kftta"
57557,manTa,3,17228,st.,medium,araRIsahitaMmanTam,DarzamARasya,Bomb,">best. Werkzeug zum Reiben des Feuers%}: {#araRIsahitaM manTam#} MBH. 3,17228 (st. {#DarzamARasya#} ist mit der ed. Bomb. {#Ga˚#} zu lesen). {#anyamanTakft#}"
64242,apASraya,3,17262,st.,medium,,upASrayaH,Bomb,"BURNOUF (Bd. I, XLVII) das Wort durch {%délivrance%} wieder. MBH. 3,17262 liest die ed. Bomb. {#apASrayaH#} st. {#upASrayaH#}. Man streiche am Schluss die Worte «Wohl f. L.<"
88503,vart,4,24,st.,medium,,nirvatsyAmi,Bomb,">act. {%herausrollen lassen, auswerfen%} (Würfel aus dem Becher) MBH. 4,24, wo die ed. Bomb. {#nirvartsyAmi#} st. {#nirvatsyAmi#} der ed. Calc. liest. — 2〉 {%hervorkommen, hervor"
116886,hi,4,69,st.,medium,ahaMhisatataMgozuBavatAprahitaHpurA,prahitavant,,"orge um — beauftragt%}: {#ahaM hi satataM gozu BavatA prahitaH purA#} MBH. 4,69. — 10〉 partic. {#prahitavant#} {%der ausgesandt hat%}, st. des verbi finiti R. 4,32,12. KATHĀS. 45,10. 48,102"
85625,lakzaRa,4,70,st.,medium,,,,". 158. 7,77. MBH. 1,5905. 4,70 (sg. st. pl.). R. 1,1,27. RĀJA-TAR. 3,485. AK. 3,4,14,84."
104247,sad,4,198,st.,medium,,avasannezu,,"h —, in eine verzweifelte Lage gerathen%} KĀTY. ŚR. 23,4,17. MBH. 4,198. Spr. (II) 2234. HARIV. 13649 ({#ca Bagnezu#} st. {#avasannezu#} die neuere Ausg.). KATHĀS. 18,82. 6"
103843,saYj,4,266,st.,medium,,˚prayuktayA,,"ls>BHĀG. P. 1,19,4. 14. {%verliebt%} MBH. 4,266. Spr. (II) 1815. 3556 ({#ati˚#}). — b〉 {%behaftet —, versehen mit%}: {#vAcA svarasaMpatprasaktayA#} (st. dessen {#˚prayuktayA#} 11) R. 4,63,7. — c〉 [Page7-0562] {%als Fo"
114357,sparS,4,278,st.,medium,mAspfSyAt,prakzyasi,Bomb,"ls n=""MBH. 3,"">12047. {#mA spfSyAt#} 15688. 4,278 (mit der ed. Bomb. {#sprakzyasi#} st. {#prakzyasi#} zu lesen). 5,3556 ({#spfSya#} absol.). <ls"
50535,prARa,4,355,st.,medium,balaprARenaSUrARAm,bAhuprARena,,"#} adj. BHĀG. P. 8,21,17. {#balaprARena SUrARAm#} MBH. 4,355. st. dessen {#bAhuprARena#} HARIV. 4721. {#SraddaDe 'jaM BajeH prAREH#} {%mit al"
113928,sTA,4,355,st.,medium,utTitaso˚,utTitaso˚,Bomb,"ruzwaninadotTita#} (so ed. Bomb.) st. {#utTitaso˚#} MBH. 4,355. {#IzatpakzotTita#} st. {#IzadutTitapakza"
113928,sTA,4,355,st.,medium,utTitaso˚,IzadutTitapakza,Bomb,"ruzwaninadotTita#} (so ed. Bomb.) st. {#utTitaso˚#} MBH. 4,355. {#IzatpakzotTita#} st. {#IzadutTitapakza#} HARIV. 1131. {#romAYcotTigAtra#} st. {#utTitar"
113928,sTA,4,355,st.,medium,utTitaso˚,utTitaro˚,Bomb,"ruzwaninadotTita#} (so ed. Bomb.) st. {#utTitaso˚#} MBH. 4,355. {#IzatpakzotTita#} st. {#IzadutTitapakza#} HARIV. 1131. {#romAYcotTigAtra#} st. {#utTitaro˚#} 10536; vgl {#udyata#} unter {#yam#} mit {#ud#} 1〉."
