parvan,cited_verse,pratika_folded_len,outcome,found_address,found_calibrated_N,delta,coverage
12,6833,20,probe-too-short,,,,
7,2921,26,retrieved,7.82.11,2921,0,0.87
12,9118,18,probe-too-short,,,,
7,1189,72,retrieved,7.26.63,1189,0,1.0
8,2544,50,retrieved,8.52.25,2544,0,0.895
12,9119,26,retrieved,12.254.4,8995,124,1.0
3,12357,27,retrieved,3.177.19,12357,0,1.0
3,12889,30,retrieved,3.188.84,12888,1,1.0
3,10264,38,retrieved,3.120.6,10328,-64,1.0
3,2136,13,probe-too-short,,,,
3,2623,21,probe-too-short,,,,
3,2137,20,probe-too-short,,,,
3,2778,40,retrieved,3.71.8,2779,-1,1.0
5,7026,17,probe-too-short,,,,
3,2304,18,probe-too-short,,,,
1,6128,20,probe-too-short,,,,
12,13626,9,probe-too-short,,,,
1,590,19,probe-too-short,,,,
5,3831,15,probe-too-short,,,,
9,2319,13,probe-too-short,,,,
12,13721,40,retrieved,12.350.9,13727,-6,1.0
3,1752,48,retrieved,3.42.39,1752,0,0.902
4,1275,32,retrieved,4.38.43,1274,1,1.0
5,3143,21,probe-too-short,,,,
3,1296,39,retrieved,3.33.33,1296,0,0.944
3,13022,44,retrieved,3.190.14,13022,0,1.0
5,3792,36,retrieved,5.109.14,3744,48,0.929
1,2437,18,probe-too-short,,,,
3,15146,21,probe-too-short,,,,
12,11524,41,retrieved,12.309.7,11524,0,1.0
12,2538,30,retrieved,12.68.4,2538,0,0.962
3,171,41,retrieved,3.3.41,171,0,1.0
5,1681,41,retrieved,5.43.61,1681,0,0.879
3,15705,27,retrieved,3.270.11,15705,0,1.0
5,2642,41,retrieved,5.72.62,2642,0,0.789
12,5206,15,probe-too-short,,,,
1,1166,24,retrieved,1.19.9,1166,0,1.0
12,4141,19,probe-too-short,,,,
13,3777,11,probe-too-short,,,,
1,1710,20,probe-too-short,,,,
12,12808,16,probe-too-short,,,,
3,16690,36,retrieved,3.294.33,16690,0,1.0
5,2777,11,probe-too-short,,,,
12,4348,16,probe-too-short,,,,
7,148,27,retrieved,7.5.15,149,-1,0.875
3,2316,22,probe-too-short,,,,
3,13480,57,retrieved,3.200.128,13477,3,1.0
7,5766,19,probe-too-short,,,,
12,3293,21,probe-too-short,,,,
5,73,23,probe-too-short,,,,
12,7393,32,retrieved,12.218.13,7785,-392,1.0
3,13342,11,probe-too-short,,,,
8,464,16,probe-too-short,,,,
5,5430,20,probe-too-short,,,,
7,3877,14,probe-too-short,,,,
9,48,19,probe-too-short,,,,
1,6136,37,retrieved,1.157.35,6192,-56,1.0
3,15864,13,probe-too-short,,,,
6,5204,37,retrieved,6.112.7,5208,-4,1.0
4,1453,19,probe-too-short,,,,
2,2568,39,retrieved,2.78.9,2568,0,1.0
3,2675,41,retrieved,3.68.21,2674,1,1.0
2,1802,41,retrieved,2.50.18,1802,0,1.0
12,5909,39,retrieved,12.158.33,5844,65,1.0
2,1814,19,probe-too-short,,,,
4,1242,39,retrieved,4.38.12,1243,-1,1.0
2,948,22,probe-too-short,,,,
3,16862,11,probe-too-short,,,,
3,12170,21,probe-too-short,,,,
1,7055,15,probe-too-short,,,,
12,3069,14,probe-too-short,,,,
7,3626,29,retrieved,7.98.18,3617,9,1.0
3,15686,28,retrieved,3.269.20,15686,0,0.76
12,3585,36,retrieved,12.97.5,3585,0,1.0
4,1952,21,probe-too-short,,,,
6,5033,15,probe-too-short,,,,
3,11511,50,retrieved,3.157.61,11552,-41,0.977
4,774,11,probe-too-short,,,,
8,997,21,probe-too-short,,,,
1,7576,30,retrieved,1.207.32,7642,-66,0.667
1,4102,49,retrieved,1.102.29,4106,-4,0.905
7,1628,40,retrieved,7.38.7,1628,0,1.0
6,3592,28,retrieved,6.92.34,4129,-537,0.76
1,4103,36,retrieved,1.102.30,4107,-4,1.0
6,1747,29,retrieved,6.45.79,1736,11,0.923
3,8665,15,probe-too-short,,,,
14,1675,17,probe-too-short,,,,
1,7935,25,retrieved,1.220.5,8016,-81,1.0
5,4761,22,probe-too-short,,,,
5,7029,29,retrieved,5.178.5,7032,-3,1.0
1,7407,19,probe-too-short,,,,
3,14586,22,probe-too-short,,,,
7,6219,40,retrieved,7.146.66,6213,6,1.0
12,10304,22,probe-too-short,,,,
3,2704,20,probe-too-short,,,,
12,3388,35,retrieved,12.90.26,3354,34,1.0
15,754,39,retrieved,15.28.14,754,0,1.0
3,270,56,retrieved,3.6.9,270,0,0.923
1,6176,13,probe-too-short,,,,
1,7260,11,probe-too-short,,,,
13,2194,18,probe-too-short,,,,
8,4450,22,probe-too-short,,,,
14,608,12,probe-too-short,,,,
3,2505,14,probe-too-short,,,,
12,8214,22,probe-too-short,,,,
3,16602,29,retrieved,3.292.1,16601,1,0.923
15,238,40,retrieved,15.7.4,238,0,1.0
3,2354,15,probe-too-short,,,,
14,1896,41,retrieved,14.64.2,1897,-1,1.0
11,683,18,probe-too-short,,,,
12,11192,40,retrieved,12.301.95,11215,-23,1.0
12,9098,40,retrieved,12.252.11,8975,123,1.0
5,7007,18,probe-too-short,,,,
3,15759,13,probe-too-short,,,,
3,2669,39,retrieved,3.68.15,2668,1,0.886
12,5843,36,retrieved,12.156.3,5779,64,1.0
12,2452,14,probe-too-short,,,,
1,569,38,retrieved,1.2.299,528,41,1.0
3,13903,65,retrieved,3.210.6,13918,-15,1.0
3,13902,21,probe-too-short,,,,
3,13022,24,retrieved,3.190.14,13022,0,1.0
4,395,32,retrieved,4.14.23,395,0,1.0
5,3549,41,retrieved,5.99.3,3503,46,1.0
4,1332,15,probe-too-short,,,,
12,621,36,retrieved,12.21.7,621,0,0.75
2,2025,14,probe-too-short,,,,
2,11974,39,not-retrieved,,,,0.0
1,5014,17,probe-too-short,,,,
8,4417,20,probe-too-short,,,,
12,1296,14,probe-too-short,,,,
1,6227,27,retrieved,1.161.17,6294,-67,0.875
12,2901,30,retrieved,12.77.19,2883,18,0.926
14,832,42,retrieved,14.29.16,832,0,1.0
6,2775,27,retrieved,6.62.62,2777,-2,0.625
1,6164,55,retrieved,1.158.22,6220,-56,0.904
6,2100,19,probe-too-short,,,,
1,2755,24,retrieved,1.67.120,2756,-1,1.0
3,1831,19,probe-too-short,,,,
2,2589,21,probe-too-short,,,,
1,2263,16,probe-too-short,,,,
3,10273,23,probe-too-short,,,,
6,5449,40,retrieved,6.116.78,5453,-4,0.639
13,446,13,probe-too-short,,,,
13,2815,27,retrieved,13.53.60,2814,1,0.875
1,982,39,retrieved,1.9.19,982,0,1.0
1,1217,13,probe-too-short,,,,
2,2298,44,retrieved,2.68.49,2299,-1,1.0
3,2584,18,probe-too-short,,,,
1,3184,16,probe-too-short,,,,
13,3139,38,retrieved,13.62.37,3139,0,1.0
13,7219,17,probe-too-short,,,,
1,6137,14,probe-too-short,,,,
13,3219,65,retrieved,13.63.20,3219,0,0.932
1,7148,12,probe-too-short,,,,
3,15650,26,retrieved,3.268.12,15649,1,1.0
5,809,33,retrieved,5.29.1,809,0,0.889
5,5987,40,retrieved,5.175.12,5987,0,1.0
3,2849,41,retrieved,3.72.41,2848,1,0.973
7,4690,42,retrieved,7.118.7,4690,0,0.944
3,11908,20,probe-too-short,,,,
12,10299,27,retrieved,12.284.26,10138,161,1.0
1,1415,18,probe-too-short,,,,
1,794,39,retrieved,1.3.131,796,-2,1.0
1,6754,15,probe-too-short,,,,
3,2367,29,retrieved,3.63.6,2367,0,1.0
5,7350,39,retrieved,5.186.23,7350,0,1.0
8,3384,27,retrieved,8.68.5,3380,4,0.75
7,1780,22,probe-too-short,,,,
1,6683,23,probe-too-short,,,,
13,3694,28,retrieved,13.76.30,3694,0,0.84
3,591,13,probe-too-short,,,,
3,14480,37,retrieved,3.230.26,14479,1,1.0
1,68,17,probe-too-short,,,,
3,11504,18,probe-too-short,,,,
1,6150,13,probe-too-short,,,,
1,5569,13,probe-too-short,,,,
3,16751,12,probe-too-short,,,,
13,2852,27,retrieved,13.54.27,2852,0,1.0
1,6027,31,retrieved,1.154.21,6077,-50,1.0
3,2274,19,probe-too-short,,,,
3,2949,38,retrieved,3.75.28,2949,0,1.0
13,3124,19,probe-too-short,,,,
3,2735,61,retrieved,3.69.42,2735,0,1.0
3,1166,21,probe-too-short,,,,
3,12780,34,retrieved,3.187.35,12777,3,1.0
5,6078,25,retrieved,5.176.55,6078,0,1.0
3,2561,18,probe-too-short,,,,
6,589,34,retrieved,6.15.2,589,0,1.0
12,4779,16,probe-too-short,,,,
5,7448,34,retrieved,5.190.15,7448,0,0.903
3,10638,15,probe-too-short,,,,
5,1578,12,probe-too-short,,,,
12,9229,12,probe-too-short,,,,
1,2966,53,retrieved,1.73.13,2966,0,0.837
3,2994,20,probe-too-short,,,,
3,1197,39,retrieved,3.31.38,1197,0,1.0
3,16325,28,retrieved,3.284.3,16323,2,0.92
13,1649,51,retrieved,13.23.77,1648,1,0.872
2,414,15,probe-too-short,,,,
4,573,19,probe-too-short,,,,
8,2041,18,probe-too-short,,,,
5,3248,34,retrieved,5.91.13,3206,42,1.0
7,6898,15,probe-too-short,,,,
4,1676,53,retrieved,4.54.17,1676,0,1.0
3,865,41,retrieved,3.22.17,865,0,1.0
2,1928,19,probe-too-short,,,,
3,2406,14,probe-too-short,,,,
13,7318,26,retrieved,13.156.28,7318,0,1.0
3,2568,14,probe-too-short,,,,
3,3031,22,probe-too-short,,,,
1,592,14,probe-too-short,,,,
3,2898,11,probe-too-short,,,,
3,158,14,probe-too-short,,,,
1,6753,39,retrieved,1.177.9,6816,-63,1.0
3,2674,19,probe-too-short,,,,
12,13198,13,probe-too-short,,,,
3,10665,25,retrieved,3.134.15,10718,-53,1.0
1,1131,24,retrieved,1.18.20,1093,38,0.952
5,7170,41,retrieved,5.180.8,7170,0,1.0
3,642,19,probe-too-short,,,,
1,5178,13,probe-too-short,,,,
13,4560,21,probe-too-short,,,,
13,482,31,retrieved,13.10.51,482,0,1.0
3,37,16,probe-too-short,,,,
8,2081,15,probe-too-short,,,,
13,4513,18,probe-too-short,,,,
13,6218,19,probe-too-short,,,,
6,1683,33,not-retrieved,,,,0.0
3,2219,22,probe-too-short,,,,
1,691,43,retrieved,1.3.27,692,-1,1.0
3,14400,40,retrieved,3.228.14,14400,0,1.0
12,1195,42,retrieved,12.33.36,1191,4,1.0
12,12976,19,probe-too-short,,,,
1,3927,20,probe-too-short,,,,
1,3215,38,retrieved,1.76.33,3216,-1,1.0
7,60,25,retrieved,7.2.9,60,0,0.773
6,1887,28,retrieved,6.48.21,1883,4,0.92
2,1936,11,probe-too-short,,,,
13,3038,18,probe-too-short,,,,
3,468,34,retrieved,3.12.8,468,0,1.0
5,2394,17,probe-too-short,,,,
3,14620,12,probe-too-short,,,,
12,6020,25,not-retrieved,,,,0.0
3,1008,17,probe-too-short,,,,
3,72,13,probe-too-short,,,,
1,6577,20,probe-too-short,,,,
12,10583,18,probe-too-short,,,,
13,7592,25,retrieved,13.162.59,7590,2,0.864
1,8156,38,retrieved,1.223.83,8248,-92,1.0
9,633,21,probe-too-short,,,,
10,706,13,probe-too-short,,,,
4,1968,41,retrieved,4.61.18,1967,1,1.0
8,1738,17,probe-too-short,,,,
3,1878,41,retrieved,3.46.63,1880,-2,0.921
2,1658,34,retrieved,2.46.30,1660,-2,0.903
5,7418,27,retrieved,5.189.9,7418,0,0.833
3,1180,19,probe-too-short,,,,
12,7121,18,probe-too-short,,,,
13,3401,11,probe-too-short,,,,
1,506,16,probe-too-short,,,,
4,785,20,probe-too-short,,,,
3,12985,30,retrieved,3.189.36,12985,0,0.64
2,508,22,probe-too-short,,,,
8,4287,26,retrieved,8.84.25,4318,-31,1.0
3,1819,19,probe-too-short,,,,
1,1218,22,probe-too-short,,,,
3,2107,30,retrieved,3.54.4,2107,0,1.0
5,1819,85,retrieved,5.48.11,1818,1,0.973
3,591,13,probe-too-short,,,,
6,5058,20,probe-too-short,,,,
4,1943,40,retrieved,4.60.21,1943,0,1.0
1,6485,48,retrieved,1.170.50,6545,-60,0.977
7,4564,9,probe-too-short,,,,
3,2540,40,retrieved,3.65.9,2540,0,1.0
1,5891,23,probe-too-short,,,,
4,1517,22,probe-too-short,,,,
13,5003,37,retrieved,13.104.49,5003,0,1.0
3,11141,20,probe-too-short,,,,
7,4425,15,probe-too-short,,,,
3,15713,19,probe-too-short,,,,
14,1712,18,probe-too-short,,,,
1,3726,43,retrieved,1.94.36,3726,0,1.0
14,75,25,retrieved,14.4.12,75,0,1.0
7,4378,36,retrieved,7.113.7,4377,1,0.667
1,4277,18,probe-too-short,,,,
13,1501,14,probe-too-short,,,,
3,2206,38,retrieved,3.57.16,2207,-1,1.0
3,2224,23,probe-too-short,,,,
7,2306,18,probe-too-short,,,,
12,4286,16,probe-too-short,,,,
13,3358,19,probe-too-short,,,,
1,5986,25,retrieved,1.153.25,6036,-50,1.0
3,1739,28,retrieved,3.42.26,1739,0,0.84
1,4022,26,retrieved,1.100.57,4023,-1,0.957
10,136,40,retrieved,10.3.32,136,0,1.0
3,11396,16,probe-too-short,,,,
4,1288,10,probe-too-short,,,,
1,3240,25,retrieved,1.76.57,3240,0,1.0
13,3400,39,retrieved,13.68.6,3400,0,1.0
2,686,44,retrieved,2.17.11,687,-1,1.0
6,782,20,probe-too-short,,,,
12,1314,45,retrieved,12.36.22,1314,0,0.905
1,5695,19,probe-too-short,,,,
5,7163,48,retrieved,5.180.1,7163,0,0.844
8,1381,16,probe-too-short,,,,
1,1646,43,retrieved,1.39.6,1615,31,1.0
12,3812,37,retrieved,12.103.19,3812,0,1.0
3,11618,14,probe-too-short,,,,
6,192,56,retrieved,6.5.17,192,0,0.696
3,2147,12,probe-too-short,,,,
3,2626,40,retrieved,3.66.19,2626,0,1.0
3,11342,22,probe-too-short,,,,
13,6416,25,retrieved,13.141.27,6415,1,1.0
3,12027,20,probe-too-short,,,,
3,10665,25,retrieved,3.134.15,10718,-53,1.0
1,5923,18,probe-too-short,,,,
1,531,26,retrieved,1.2.257,486,45,1.0
3,3037,35,retrieved,3.78.8,3037,0,1.0
3,2613,21,probe-too-short,,,,
14,1550,19,probe-too-short,,,,
12,11271,14,probe-too-short,,,,
1,5908,38,retrieved,1.151.27,5957,-49,1.0
1,4708,12,probe-too-short,,,,
5,3141,11,probe-too-short,,,,
13,521,13,probe-too-short,,,,
1,3867,12,probe-too-short,,,,
7,4127,29,retrieved,7.109.31,4127,0,1.0
3,10629,14,probe-too-short,,,,
3,1198,23,probe-too-short,,,,
11,118,41,retrieved,11.4.14,117,1,1.0
13,1945,23,probe-too-short,,,,
5,4876,18,probe-too-short,,,,
14,280,24,retrieved,14.10.25,280,0,1.0
4,169,57,retrieved,4.5.28,169,0,0.944
1,477,40,retrieved,1.2.202,431,46,1.0
1,4124,15,probe-too-short,,,,
13,1084,19,probe-too-short,,,,
2,2433,27,retrieved,2.73.1,2433,0,0.958
1,6095,15,probe-too-short,,,,
14,2174,20,probe-too-short,,,,
1,333,26,retrieved,1.2.63,292,41,1.0
13,2171,16,probe-too-short,,,,
12,9577,20,probe-too-short,,,,
1,2191,43,retrieved,1.58.26,2160,31,0.875
1,6326,34,retrieved,1.165.11,6383,-57,0.931
13,7358,22,probe-too-short,,,,
3,2887,40,retrieved,3.73.34,2885,2,0.892
3,1200,23,probe-too-short,,,,
1,5314,21,probe-too-short,,,,
8,327,18,probe-too-short,,,,
12,10202,64,retrieved,12.282.60,10044,158,1.0
5,5445,23,probe-too-short,,,,
1,5974,19,probe-too-short,,,,
12,10262,19,probe-too-short,,,,
7,1557,41,retrieved,7.36.19,1557,0,0.757
2,125,18,probe-too-short,,,,
1,1883,19,probe-too-short,,,,
4,1131,20,probe-too-short,,,,
13,853,17,probe-too-short,,,,
12,13943,22,probe-too-short,,,,
1,7716,19,probe-too-short,,,,
4,292,24,retrieved,4.10.13,292,0,1.0
12,10422,20,probe-too-short,,,,
14,1295,12,probe-too-short,,,,
3,2824,17,probe-too-short,,,,
1,1153,51,retrieved,1.18.42,1115,38,1.0
1,3270,18,probe-too-short,,,,
3,11875,43,retrieved,3.163.35,11875,0,0.775
1,6190,14,probe-too-short,,,,
14,285,19,probe-too-short,,,,
13,400,19,probe-too-short,,,,
3,15222,19,probe-too-short,,,,
3,14735,32,retrieved,3.235.14,14735,0,1.0
1,2916,41,retrieved,1.71.22,2898,18,1.0
3,2101,38,retrieved,3.53.31,2103,-2,0.906
4,2125,21,probe-too-short,,,,
7,4655,38,retrieved,7.117.8,4644,11,1.0
4,602,30,retrieved,4.19.46,602,0,1.0
12,4008,17,probe-too-short,,,,
7,2334,12,probe-too-short,,,,
1,5212,30,retrieved,1.132.2,5253,-41,1.0
1,1172,43,retrieved,1.19.15,1172,0,0.949
2,1964,13,probe-too-short,,,,
3,14686,17,probe-too-short,,,,
4,1931,23,probe-too-short,,,,
6,3961,19,probe-too-short,,,,
13,4061,17,probe-too-short,,,,
13,6603,25,retrieved,13.143.39,6602,1,0.864
3,16298,19,probe-too-short,,,,
14,2201,35,retrieved,14.76.7,2201,0,0.8
1,6034,20,probe-too-short,,,,
3,12478,41,retrieved,3.180.28,12478,0,1.0
13,5022,23,probe-too-short,,,,
1,4054,30,retrieved,1.100.90,4056,-2,1.0
3,1806,34,retrieved,3.45.7,1807,-1,1.0
1,3207,15,probe-too-short,,,,
1,2544,17,probe-too-short,,,,
3,17126,19,probe-too-short,,,,
12,1196,14,probe-too-short,,,,
3,15681,24,retrieved,3.269.15,15681,0,0.842
1,3231,54,retrieved,1.76.49,3232,-1,1.0
2,2594,18,probe-too-short,,,,
1,3229,28,retrieved,1.76.47,3230,-1,1.0
2,2181,20,probe-too-short,,,,
3,15701,20,probe-too-short,,,,
3,2784,27,retrieved,3.71.14,2785,-1,0.792
12,2339,14,probe-too-short,,,,
2,204,20,probe-too-short,,,,
1,7137,27,retrieved,1.191.7,7205,-68,1.0
14,234,59,retrieved,14.9.16,234,0,0.944
1,6542,37,retrieved,1.171.27,6602,-60,1.0
1,1410,19,probe-too-short,,,,
5,574,14,probe-too-short,,,,
3,3060,25,retrieved,3.78.31,3060,0,0.818
7,4390,42,retrieved,7.113.19,4389,1,1.0
1,7088,16,probe-too-short,,,,
2,249,78,retrieved,2.5.114,248,1,1.0
13,2566,13,probe-too-short,,,,
4,1559,40,retrieved,4.50.6,1560,-1,0.892
3,15677,28,retrieved,3.269.11,15677,0,1.0
13,270,23,probe-too-short,,,,
3,12874,23,probe-too-short,,,,
5,6046,18,probe-too-short,,,,
5,2131,17,probe-too-short,,,,
1,8230,40,retrieved,1.226.20,8326,-96,1.0
7,27,13,probe-too-short,,,,
2,1192,14,probe-too-short,,,,
2,608,26,retrieved,2.14.44,608,0,1.0
1,3022,34,retrieved,1.74.35,3022,0,0.968
12,12097,40,retrieved,12.321.54,12097,0,1.0
13,3646,19,probe-too-short,,,,
7,1010,16,probe-too-short,,,,
1,7654,12,probe-too-short,,,,
1,2821,20,probe-too-short,,,,
3,1126,40,retrieved,3.30.10,1126,0,1.0
4,2186,37,retrieved,4.68.25,2186,0,0.781
3,643,13,probe-too-short,,,,
12,7054,38,retrieved,12.193.22,6964,90,0.714
3,2190,22,probe-too-short,,,,
4,1095,19,probe-too-short,,,,
5,1568,20,probe-too-short,,,,
13,3494,19,probe-too-short,,,,
7,8457,27,retrieved,7.186.1,8457,0,1.0
9,35,14,probe-too-short,,,,
13,1966,16,probe-too-short,,,,
1,73,18,probe-too-short,,,,
3,16644,26,retrieved,3.293.29,16644,0,1.0
6,2346,14,probe-too-short,,,,
2,1916,13,probe-too-short,,,,
3,2957,20,probe-too-short,,,,
3,2267,16,probe-too-short,,,,
3,2330,17,probe-too-short,,,,
3,2428,18,probe-too-short,,,,
3,2777,14,probe-too-short,,,,
3,12129,26,retrieved,3.170.27,12163,-34,1.0
4,438,19,probe-too-short,,,,
8,1500,31,retrieved,8.34.46,1500,0,0.815
3,1825,19,probe-too-short,,,,
3,11699,11,probe-too-short,,,,
1,2743,12,probe-too-short,,,,
1,8249,24,retrieved,1.227.17,8345,-96,1.0
13,268,16,probe-too-short,,,,
1,1396,11,probe-too-short,,,,
3,8773,36,retrieved,3.103.11,9202,-429,1.0
9,1707,37,retrieved,9.30.34,1707,0,1.0
3,2256,18,probe-too-short,,,,
3,13431,83,retrieved,3.200.82,13431,0,1.0
1,6370,24,retrieved,1.167.15,6427,-57,1.0
1,5943,38,retrieved,1.152.18,5993,-50,1.0
3,12711,20,probe-too-short,,,,
13,1716,13,probe-too-short,,,,
3,10996,25,retrieved,3.144.11,11045,-49,0.857
13,2803,34,retrieved,13.53.49,2803,0,1.0
4,238,22,probe-too-short,,,,
1,3060,21,probe-too-short,,,,
2,217,23,probe-too-short,,,,
1,3099,22,probe-too-short,,,,
12,7223,33,retrieved,12.199.25,7132,91,1.0
3,13397,22,probe-too-short,,,,
3,16775,15,probe-too-short,,,,
5,7069,12,probe-too-short,,,,
13,1916,21,probe-too-short,,,,
13,1948,29,retrieved,13.30.9,1948,0,1.0
1,5255,14,probe-too-short,,,,
1,7778,19,probe-too-short,,,,
7,4714,24,retrieved,7.119.13,4703,11,1.0
13,4363,20,probe-too-short,,,,
7,2128,38,retrieved,7.54.54,2126,2,1.0
5,1741,27,retrieved,5.46.3,1743,-2,1.0
13,1853,12,probe-too-short,,,,
3,13330,29,retrieved,3.198.27,13330,0,1.0
1,3655,32,retrieved,1.92.14,3658,-3,0.893
2,205,62,retrieved,2.5.71,205,0,1.0
9,2802,30,retrieved,9.48.41,2802,0,1.0
1,8274,40,retrieved,1.227.43,8371,-97,1.0
3,2246,37,retrieved,3.58.8,2247,-1,0.882
1,307,39,retrieved,1.2.37,266,41,1.0
3,12063,40,retrieved,3.168.72,12098,-35,1.0
1,5579,12,probe-too-short,,,,
1,5980,38,retrieved,1.153.19,6030,-50,0.829
13,1768,16,probe-too-short,,,,
1,5937,24,retrieved,1.152.11,5986,-49,1.0
1,6951,15,probe-too-short,,,,
1,307,45,retrieved,1.2.388,617,-310,0.927
12,2898,32,retrieved,12.77.16,2880,18,1.0
13,4430,42,retrieved,13.93.35,4430,0,1.0
4,540,26,retrieved,4.18.18,540,0,1.0
1,6247,38,retrieved,1.162.7,6304,-57,1.0
3,13345,16,probe-too-short,,,,
5,7148,13,probe-too-short,,,,
4,1018,16,probe-too-short,,,,
4,466,13,probe-too-short,,,,
3,2437,34,retrieved,3.64.37,2437,0,0.968
1,7160,15,probe-too-short,,,,
13,6779,40,retrieved,13.146.33,6769,10,0.865
1,7532,27,retrieved,1.206.15,7599,-67,0.875
3,12868,42,retrieved,3.188.64,12868,0,0.919
3,10841,25,retrieved,3.140.2,10893,-52,0.864
5,283,21,probe-too-short,,,,
1,16,15,probe-too-short,,,,
13,7600,43,retrieved,13.163.9,7604,-4,1.0
13,292,21,probe-too-short,,,,
3,2644,32,retrieved,3.67.11,2644,0,1.0
3,2287,37,retrieved,3.60.16,2287,0,1.0
3,2171,19,probe-too-short,,,,
3,2088,19,probe-too-short,,,,
1,6111,13,probe-too-short,,,,
1,6119,15,probe-too-short,,,,
3,1396,23,probe-too-short,,,,
1,3,16,probe-too-short,,,,
1,4375,54,retrieved,1.110.13,4387,-12,0.922
1,3022,13,probe-too-short,,,,
6,2932,14,probe-too-short,,,,
1,6520,19,probe-too-short,,,,
1,1625,19,probe-too-short,,,,
1,2285,28,retrieved,1.62.3,2285,0,1.0
7,2725,31,retrieved,7.77.20,2728,-3,0.889
6,2515,20,probe-too-short,,,,
1,4430,39,retrieved,1.113.6,4430,0,1.0
3,12772,16,probe-too-short,,,,
3,2743,26,retrieved,3.69.50,2743,0,0.87
13,1120,39,retrieved,13.17.7,1121,-1,1.0
3,2746,18,probe-too-short,,,,
3,2064,13,probe-too-short,,,,
3,16922,19,probe-too-short,,,,
5,1565,19,probe-too-short,,,,
13,1665,26,retrieved,13.23.93,1664,1,0.905
12,4588,14,probe-too-short,,,,
1,4427,19,probe-too-short,,,,
3,15260,19,probe-too-short,,,,
5,6039,58,retrieved,5.176.17,6040,-1,1.0
2,1244,13,probe-too-short,,,,
7,329,37,retrieved,7.10.24,328,1,1.0
15,462,27,retrieved,15.16.21,462,0,0.75
3,4032,18,probe-too-short,,,,
1,384,21,probe-too-short,,,,
1,3754,36,retrieved,1.95.1,3754,0,1.0
13,3856,21,probe-too-short,,,,
4,456,21,probe-too-short,,,,
1,1175,45,retrieved,1.19.18,1175,0,0.975
5,4506,20,probe-too-short,,,,
1,2367,26,retrieved,1.63.34,2366,1,0.87
5,4971,18,probe-too-short,,,,
1,1626,15,probe-too-short,,,,
3,2388,21,probe-too-short,,,,
3,2143,31,retrieved,3.55.9,2144,-1,1.0
12,118,27,retrieved,12.4.11,118,0,1.0
5,3385,41,retrieved,5.95.2,3341,44,0.895
13,7306,20,probe-too-short,,,,
3,2929,47,retrieved,3.75.8,2929,0,0.955
3,2897,59,retrieved,3.74.8,2897,0,0.981
5,5975,11,probe-too-short,,,,
3,2450,18,probe-too-short,,,,
1,5360,27,retrieved,1.135.14,5401,-41,1.0
1,50,36,retrieved,1.1.50,4,46,1.0
1,7067,19,probe-too-short,,,,
13,3670,18,probe-too-short,,,,
1,4150,42,retrieved,1.103.5,4150,0,1.0
12,12969,22,probe-too-short,,,,
5,7213,18,probe-too-short,,,,
7,5621,26,retrieved,7.137.7,5615,6,0.783
2,568,36,retrieved,2.14.4,568,0,0.909
12,8917,81,retrieved,12.245.3,8796,121,0.946
1,6142,39,retrieved,1.157.41,6198,-56,0.889
3,2345,30,retrieved,3.62.13,2345,0,1.0
3,1794,20,probe-too-short,,,,
3,2489,20,probe-too-short,,,,
3,1783,24,retrieved,3.43.28,1783,0,1.0
3,15667,31,retrieved,3.269.1,15667,0,1.0
2,478,38,retrieved,2.11.62,479,-1,1.0
8,1890,27,retrieved,8.41.18,1891,-1,1.0
1,5966,18,probe-too-short,,,,
3,2393,18,probe-too-short,,,,
8,4778,12,probe-too-short,,,,
1,7979,42,retrieved,1.221.17,8060,-81,1.0
2,2121,28,retrieved,2.64.1,2121,0,0.833
3,13306,23,probe-too-short,,,,
5,877,12,probe-too-short,,,,
7,1997,28,retrieved,7.51.16,1997,0,0.96
12,4214,37,retrieved,12.114.5,4172,42,1.0
2,1352,21,probe-too-short,,,,
12,10948,83,retrieved,12.298.7,10948,0,1.0
7,2481,39,retrieved,7.72.5,2480,1,1.0
7,1168,30,retrieved,7.26.41,1167,1,1.0
9,302,14,probe-too-short,,,,
13,2608,39,retrieved,13.48.46,2608,0,1.0
7,8844,23,probe-too-short,,,,
1,4468,13,probe-too-short,,,,
1,1125,17,probe-too-short,,,,
3,12086,16,probe-too-short,,,,
7,5392,21,probe-too-short,,,,
4,1838,15,probe-too-short,,,,
4,515,20,probe-too-short,,,,
12,11951,38,retrieved,12.320.99,11951,0,1.0
4,2319,62,retrieved,4.71.30,2318,1,1.0
6,3879,28,retrieved,6.87.33,3891,-12,1.0
7,1312,20,probe-too-short,,,,
12,11949,41,retrieved,12.320.97,11949,0,1.0
7,8639,19,probe-too-short,,,,
6,3127,21,probe-too-short,,,,
7,9403,41,retrieved,7.201.13,9406,-3,0.816
13,5427,37,retrieved,13.111.30,5428,-1,1.0
7,2597,13,probe-too-short,,,,
12,5360,18,probe-too-short,,,,
3,13164,19,probe-too-short,,,,
5,1589,44,retrieved,5.42.14,1588,1,1.0
1,2036,13,probe-too-short,,,,
4,510,17,probe-too-short,,,,
3,12544,16,probe-too-short,,,,
6,490,28,retrieved,6.12.49,490,0,0.92
13,7612,39,retrieved,13.164.1,7612,0,1.0
5,4620,18,probe-too-short,,,,
3,15690,19,probe-too-short,,,,
14,482,22,probe-too-short,,,,
1,5901,18,probe-too-short,,,,
13,282,20,probe-too-short,,,,
3,17011,15,probe-too-short,,,,
