siglum	count	class	match_type	dcs_title	display_title
SiddhāTāVi.	3	primary	residue		
ŚākṭāVyā.	3	primary	residue		
MāliViT.	3	primary	residue		
VaikhaŚS.	3	primary	residue		
Āparā.	3	primary	residue		
TupṬ.	3	primary	residue		
Divyā.	3	primary	residue		
Kāt.	2	primary	residue		
VaiyāBhūSā.	2	primary	residue		
SanatSu.	2	primary	residue		
VājPrāti.	2	primary	residue		
Du.	2	structural			
PāñRāRa.	2	primary	residue		
Mayū.	2	primary	residue		
Medhā.	2	primary	residue		
SivDṛ.	2	primary	residue		
Jaya.	2	primary	residue		
KosaKaTa.	2	primary	residue		
AneKāK.	2	primary	residue		
ŚrīKaCa.	2	primary	residue		
NyāKa.	2	primary	residue		
Anat.	2	primary	residue		
ĪsānŚiPa.	2	primary	residue		
OLD.	2	primary	residue		
BaudhDhS.	2	primary	residue		
TriṣaśaPuC.	2	primary	residue		
VikrDeC.	2	primary	residue		
VarivaRah.	2	primary	residue		
Rāṣṭṛau.	2	primary	residue		
MuMa.	2	primary	residue		
JiStu.	2	primary	residue		
NītīSā.	2	primary	residue		
ViṣṇuTaVi.	2	primary	residue		
Kīraṇā.	2	primary	residue		
BrĀraUBh.	2	primary	residue		
PraśnUBh.	2	primary	residue		
BālaKri.	2	primary	residue		
MātaṅgLī.	2	primary	residue		
Bhikṣā.	2	primary	residue		
KāvyaMī.	2	primary	residue		
TattvārthaSū.	2	primary	residue		
TattvāRāVā.	2	primary	residue		
CāndraŚi.	2	primary	residue		
PāñcPā.	2	primary	residue		
VarivaRa.	2	primary	residue		
NyāPari.	2	primary	residue		
DaśkuC.	2	primary	residue		
MānaŚS.	2	primary	residue		
DvādaLiSt.	2	primary	residue		
BrNāraP.	2	primary	residue		
PāṇdaC.	2	primary	residue		
SīddhāKau.	2	primary	residue		
HarVī.	2	primary	residue		
Kāvyālaṃ.	2	primary	residue		
TirthaKa.	2	primary	residue		
VīśvaPra.	2	primary	residue		
AitĀr.	2	primary	residue		
YajñaSm.	2	primary	residue		
ManuBhāvāCan.	2	primary	residue		
JinaS.	2	primary	residue		
Virodhā.	2	primary	residue		
Ujjval.	2	primary	residue		
Durga.	2	primary	residue		
KāṭhaGS.	2	primary	residue		
LalītāSaBh.	2	primary	residue		
DvyāŚraKā.	2	primary	residue		
YājñSm.	2	primary	residue		
Vāgbhaṭa.	2	primary	residue		
NaiskaSi.	2	primary	residue		
RatnacūKa.	2	primary	residue		
AhirBuS.	2	primary	residue		
TattvaSaṃ.	2	primary	residue		
BhārCaṃ.	2	primary	residue		
IṣṭaSī.	2	primary	residue		
AbhiSaAlaṅ.	2	primary	residue		
Lingānu.	2	primary	residue		
LingaP.	2	primary	residue		
ŚabdKDru.	2	primary	residue		
TattvPra.	2	primary	residue		
MṛgendrT.	2	primary	residue		
RasaSa.	2	primary	residue		
VedāutKa.	2	primary	residue		
ṢaḍdarśaSa.	2	primary	residue		
TarkaKau.	2	primary	residue		
PraboCa.	2	primary	residue		
StavaMā.	2	primary	residue		
HariVame.	2	primary	residue		
DaśvāvaC.	2	primary	residue		
SmṛtīCan.	2	primary	residue		
Ujjva.	2	primary	residue		
ChāndUBh.	2	primary	residue		
VariVaRaha.	2	primary	residue		
AnekāSāṃ.	2	primary	residue		
ŚivarkaMaDī.	2	primary	residue		
ChandasSū.	2	primary	residue		
DīPra.	2	primary	residue		
HorāŚā.	2	primary	residue		
AupaSūT.	2	primary	residue		
GELD.	2	primary	residue		
PraSu.	2	primary	residue		
ViṣvaPra.	2	primary	residue		
NyāyBīṬ.	2	primary	residue		
Pass.	2	structural			
Kauṣī.	2	primary	residue		
ŚaṅkaDīgVi.	2	primary	residue		
CākṣU.	2	primary	residue		
NaīṣC.	2	primary	residue		
ŚīlpaRa.	2	primary	residue		
KumāDeCa.	2	primary	residue		
ParṇāParGra.	2	primary	residue		
Kapphīṇā.	2	primary	residue		
ŚaliC.	2	primary	residue		
DvyākṣaNā.	2	primary	residue		
ViddhāŚā.	2	primary	residue		
NavaRaMā.	2	primary	residue		
PañcaPā.	2	primary	residue		
TantraSā.	2	primary	residue		
ŚivaL.	2	primary	residue		
SīṃhāDvā.	2	primary	residue		
PrātaḥSt.	2	primary	residue		
Vol.	2	structural			
KāliU.	2	primary	residue		
VāsDa.	2	primary	residue		
SamrāSū.	2	primary	residue		
JayMa.	2	primary	residue		
Samarā.	2	primary	residue		
NyayVārPari.	2	primary	residue		
BṛĀrUBh.	2	primary	residue		
Abhise.	2	primary	residue		
Pok.	2	primary	residue		
VajaS.	2	primary	residue		
Uvaṭa.	2	primary	residue		
Nānārthā.	2	primary	residue		
AṣṭāaHṛ.	2	primary	residue		
KathāSaSag.	2	primary	residue		
AstāSaṃ.	2	primary	residue		
Eds.	2	primary	residue		
ManuBhāvaCan.	2	primary	residue		
NyāyMāVī.	2	primary	residue		
AviMā.	2	primary	residue		
DharmP.	2	primary	residue		
Mīmā.	2	primary	residue		
NyāyaRaMā.	2	primary	residue		
ŚivaK.	2	primary	residue		
VisṇuDhaP.	2	primary	residue		
ŚivārkāMaDī.	2	primary	residue		
KnaṇḍanKhā.	2	primary	residue		
SaṃkarKā.	2	primary	residue		
SiddhāLeŚaṃ.	2	primary	residue		
AsṭāHṛ.	2	primary	residue		
Agnī.	2	primary	residue		
Siddhā.	2	primary	residue		
BharŚS.	2	primary	residue		
BrāhmaSphuSi.	2	primary	residue		
LaŚabdaŚe.	2	primary	residue		
ŚiŚuVa.	2	primary	residue		
YadhiVi.	2	primary	residue		
PurāPrāSaṃ.	2	primary	residue		
BhāvŚa.	2	primary	residue		
BṛSam.	2	primary	residue		
Archi.	2	primary	residue		
KandCū.	2	primary	residue		
BṛKathā.	2	primary	residue		
Śabdakalpadruma.	2	primary	residue		
TaitBr.	2	primary	residue		
SKandP.	2	primary	residue		
ṢaḍṛVa.	2	primary	residue		
GopākeCan.	2	primary	residue		
RāghPaṇ.	2	primary	residue		
Nila.	2	primary	residue		
Pārvatī.	2	primary	residue		
SaṃhāDvā.	2	primary	residue		
MukuMu.	2	primary	residue		
SivLī.	2	primary	residue		
ParśvC.	2	primary	residue		
NirSi.	2	primary	residue		
MātsyaP.	2	primary	residue		
Daśapādī.	2	primary	residue		
TrṣaŚaPuC.	2	primary	residue		
MuLa.	2	primary	residue		
ŚabdaRaSak.	2	primary	residue		
TriṣaPuC.	2	primary	residue		
KṛsṇaKa.	2	primary	residue		
RajNi.	2	primary	residue		
GaṇiNāMā.	2	primary	residue		
MāmāKau.	2	primary	residue		
Śubhāṣi.	2	primary	residue		
SvāhāSu.	2	primary	residue		
LāŚabdeŚe.	2	primary	residue		
BālaRā.	2	primary	residue		
Cr.	2	primary	residue		
AlaṅkāSā.	2	primary	residue		
MayaMā.	2	primary	residue		
VidhiRā.	2	primary	residue		
BhāṭṭiDī.	2	primary	residue		
VedantKa.	2	primary	residue		
KāmRāU.	2	primary	residue		
AlaṅkāRā.	2	primary	residue		
MallīC.	2	primary	residue		
YuktiSneba.	2	primary	residue		
SiddhāŚikhU.	2	primary	residue		
KṛṣṇaU.	2	primary	residue		
NyāyRā.	2	primary	residue		
ŚabdaRaSa.	2	primary	residue		
HammīMaMā.	2	primary	residue		
Roxb.	2	primary	residue		
SāraTi.	2	primary	residue		
MṛgendraṬ.	2	primary	residue		
RasCaṅ.	2	primary	residue		
TattvaVai.	2	primary	residue		
Apara.	2	primary	residue		
DeviCatuSt.	2	primary	residue		
DaśŚlo.	2	primary	residue		
ĪśānSiPa.	2	primary	residue		
NānarthāSaṃ.	2	primary	residue		
PhitSū.	2	primary	residue		
CūT.	2	primary	residue		
BaudhāDS.	2	primary	residue		
Tantra.	2	primary	residue		
Achyutarā.	2	primary	residue		
GuruA.	2	primary	residue		
XVI.	2	structural			
BṛKathāSloSaṃ.	2	primary	residue		
SaraKaṇṭḥā.	2	primary	residue		
JBBRAS.	2	primary	residue		
PandmP.	2	primary	residue		
BrahmaṇḍP.	2	primary	residue		
KāyāKā.	2	primary	residue		
YogaŚā.	2	primary	residue		
BhagGi.	2	primary	residue		
KS.	2	primary	residue		
PārśvSta.	2	primary	residue		
ŚaktiSa.	2	primary	residue		
SaravaSiSaṃ.	2	primary	residue		
PañBr.	2	primary	residue		
ViCa.	2	primary	residue		
ŚabdaRāSaK.	2	primary	residue		
LaSabdeŚe.	2	primary	residue		
PāśvC.	2	primary	residue		
VedaSāŚiSt.	2	primary	residue		
ViṣṇuDhap.	2	primary	residue		
PraśnaJñā.	2	primary	residue		
SkandaP.	2	primary	residue		
ŚaṅKaDigVi.	2	primary	residue		
BrahmāndP.	2	primary	residue		
Vājas.	2	primary	residue		
Sprüche.	2	primary	residue		
AnuBh.	2	primary	residue		
ŚāṅkaVi.	2	primary	residue		
PañcaPra.	2	primary	residue		
KāmkaVi.	2	primary	residue		
KkaṇḍanKhā.	2	primary	residue		
BiU.	2	primary	residue		
Uṇ.	2	primary	residue		
Vīrami.	2	primary	residue		
Kṛṣṇa.	2	primary	residue		
CaŚ.	2	primary	residue		
Tantrakhyā.	2	primary	residue		
JñānaBiPra.	2	primary	residue		
UpaSū.	2	primary	residue		
BhāktiSū.	2	primary	residue		
Pañcī.	2	primary	residue		
PanṣkS.	2	primary	residue		
IsṭaSi.	2	primary	residue		
KāthGS.	2	primary	residue		
UdayKa.	2	primary	residue		
NāṭyaSā.	2	primary	residue		
KauśiGS.	2	primary	residue		
Sāṃkhya.	2	primary	residue		
SaṃyaKau.	2	primary	residue		
Hastāyur.	2	primary	residue		
UjjvaNī.	2	primary	residue		
ŚānkhāŚS.	2	primary	residue		
ŚatTra.	2	primary	residue		
LiSm.	2	primary	residue		
YogāBhū.	2	primary	residue		
RāmCāSta.	2	primary	residue		
MagdhaBo.	2	primary	residue		
LaŚbdeŚe.	2	primary	residue		
KumāCaVa.	2	primary	residue		
PrabaKo.	2	primary	residue		
ChandahSū.	2	primary	residue		
RājMar.	2	primary	residue		
MānMe.	2	primary	residue		
ŚaṅkaDigVī.	2	primary	residue		
SāṃkhyāPraBh.	2	primary	residue		
YātraPra.	2	primary	residue		
TattvSāṃ.	2	primary	residue		
Tantrālo.	2	primary	residue		
PadCan.	2	primary	residue		
ŚabdaRaK.	2	primary	residue		
ŚrautaPra.	2	primary	residue		
PūrāPraSaṃ.	2	primary	residue		
NīRa.	2	primary	residue		
NyāyaK.	2	primary	residue		
SiddhāSī.	2	primary	residue		
YogaSā.	2	primary	residue		
Chandaścū.	2	primary	residue		
CitraMi.	2	primary	residue		
KuṭṭMa.	2	primary	residue		
MāṇḍūUBh.	2	primary	residue		
ŚaTrayī.	2	primary	residue		
KausīBr.	2	primary	residue		
NṛsiṃhaTāU.	2	primary	residue		
Kāvyalaṅ.	2	primary	residue		
MohMu.	2	primary	residue		
KālāVi.	2	primary	residue		
Saptarṣis.	2	primary	residue		
BhramaDū.	2	primary	residue		
AvPari.	2	primary	residue		
BṛKathāŚloŚaṃ.	2	primary	residue		
PratāyaBhū.	2	primary	residue		
Bhask.	2	primary	residue		
Aṣṭāhṛ.	2	primary	residue		
ŚaṃgīRa.	2	primary	residue		
YaśaCam.	2	primary	residue		
SaravaDaSaṃ.	2	primary	residue		
MahāBhārDī.	2	primary	residue		
LakṣmīṬ.	2	primary	residue		
VasiSaṃ.	2	primary	residue		
BhārBhāDi.	2	primary	residue		
KalyāKa.	2	primary	residue		
Nīti.	2	primary	residue		
ŚrṅgāTi.	2	primary	residue		
DaśaRū.	2	primary	residue		
ViBr.	2	primary	residue		
MahNirvāTa.	2	primary	residue		
AdbhuSā.	2	primary	residue		
JīnaŚ.	2	primary	residue		
ŚūktiRa.	2	primary	residue		
ŚaṅkhSm.	2	primary	residue		
LIX.	2	primary	residue		
BhramaA.	2	primary	residue		
KenaUBh.	2	primary	residue		
GītaBh.	2	primary	residue		
NyāyVāraPari.	2	primary	residue		
Cf.	2	structural			
ChāndoMañ.	2	primary	residue		
ŚivotkaMañ.	2	primary	residue		
TrīṣaŚaPuC.	2	primary	residue		
KauṣiBrU.	2	primary	residue		
JānaP.	2	primary	residue		
Mahābh.	2	primary	residue		
RāsRaSa.	2	primary	residue		
ŚarṅgaPa.	2	primary	residue		
KumāGuṇo.	2	primary	residue		
ṢaḍdSa.	2	primary	residue		
BṛKāthāMañ.	2	primary	residue		
ViṣṇuSaNā.	2	primary	residue		
TulU.	2	primary	residue		
Śākaṭā.	2	primary	residue		
SāmaRaU.	2	primary	residue		
BhallŚ.	2	primary	residue		
ŚāhaBh.	2	primary	residue		
Vakrojī.	2	primary	residue		
UVāBh.	2	primary	residue		
VaiyāSiMāñ.	2	primary	residue		
Vī.	2	primary	residue		
PrakaVī.	2	primary	residue		
MālaviKā.	2	primary	residue		
BhelaŚ.	2	primary	residue		
VedāntKan.	2	primary	residue		
Kalpak.	2	primary	residue		
ŚāṃgaPa.	2	primary	residue		
KāmaSū.	2	primary	residue		
Etym.	2	primary	residue		
SaraKaṇṭthā.	2	primary	residue		
Mayr.	2	primary	residue		
SvapnaVā.	2	primary	residue		
ĀśvaSS.	2	primary	residue		
IB.	2	primary	residue		
KṣudraSū.	2	primary	residue		
AbhidhāRāMā.	2	primary	residue		
NṛPūTāU.	2	primary	residue		
JamiBr.	2	primary	residue		
AśiraU.	2	primary	residue		
TattvVaī.	2	primary	residue		
Subbhāṣi.	2	primary	residue		
Kātau.	2	primary	residue		
LāṭyāSS.	2	primary	residue		
HammiMaMa.	2	primary	residue		
JaiUBr.	2	primary	residue		
PrakrīKau.	2	primary	residue		
JaimBr.	2	primary	residue		
BṛhaspSm.	2	primary	residue		
SāṅkhāŚS.	2	primary	residue		
LaHāriSm.	2	primary	residue		
Śatrayī.	2	primary	residue		
YatīndraDi.	2	primary	residue		
Drama.	2	primary	residue		
ŚatTrayi.	2	primary	residue		
MahāViSt.	2	primary	residue		
TripuDī.	2	primary	residue		
Buddha.	2	primary	residue		
NaiṣCa.	2	primary	residue		
NīDa.	2	primary	residue		
VyavNir.	2	primary	residue		
ŚṛngāSar.	2	primary	residue		
ŚaṅkaDiVi.	2	primary	residue		
NitiPra.	2	primary	residue		
JñātāDhṬ.	2	primary	residue		
MāhāBh.	2	primary	residue		
MimāSū.	2	primary	residue		
Bhe.	2	primary	residue		
Parā.	2	primary	residue		
MahaRāPa.	2	primary	residue		
NāṭLaRaK.	2	primary	residue		
DvyāśraKa.	2	primary	residue		
GaneP.	2	primary	residue		
ChāndoBr.	2	primary	residue		
Acyūtarā.	2	primary	residue		
ŚīśuVa.	2	primary	residue		
TantrŚa.	2	primary	residue		
SaravaVeSāSaṃ.	2	primary	residue		
Prādī.	2	primary	residue		
SaṅkarU.	2	primary	residue		
ŚivāpaKṣaSt.	2	primary	residue		
IśvaPraSū.	2	primary	residue		
Rāghunā.	2	primary	residue		
BVB.	2	primary	residue		
Gorr.	2	primary	residue		
ŚaṅkhaLikhitaDS.	2	primary	residue		
J.	2	structural			
PrakiKau.	2	primary	residue		
VaijāBhū.	2	primary	residue		
MayāMāli.	2	primary	residue		
SaṃgīRā.	2	primary	residue		
SāU.	2	primary	residue		
VasaVi.	2	primary	residue		
YājnaSm.	2	primary	residue		
AṛthŚā.	2	primary	residue		
El.	2	primary	residue		
JagannāA.	2	primary	residue		
ViSt.	2	primary	residue		
BṛĀraUBhVa.	2	primary	residue		
NyāyaRa.	2	primary	residue		
ŚivārakaMaDī.	2	primary	residue		
GOLS.	2	primary	residue		
KṣuriU.	2	primary	residue		
ManPāṭha.	2	primary	residue		
Drav.	2	primary	residue		
NyāMāVi.	2	primary	residue		
NyāvSu.	2	primary	residue		
DCPI.	2	primary	residue		
RSGM.	2	primary	residue		
AbhiuBhā.	2	primary	residue		
PṛĀraUBhVā.	2	primary	residue		
GanḍKā.	2	primary	residue		
MUSS.	2	primary	residue		
PiṇḍapitṛBr.	2	primary	residue		
VedāntPāSan.	2	primary	residue		
SaddhaPun.	2	primary	residue		
Dhavanyā.	2	primary	residue		
NyāyVārParī.	2	primary	residue		
NyāvMañ.	2	primary	residue		
SarKaṇṭhā.	2	primary	residue		
NamMā.	2	primary	residue		
BhāŚS.	2	primary	residue		
Mrcch.	2	primary	residue		
Vāgbhatā.	2	primary	residue		
PūrvottaVāNāMā.	2	primary	residue		
Śil.	2	primary	residue		
VaikhāŚs.	2	primary	residue		
CaṇḍīKuPañ.	2	primary	residue		
ŚabdaraSaK.	2	primary	residue		
VBSGM.	2	primary	residue		
RājŚyāU.	2	primary	residue		
KātyŚi.	2	primary	residue		
VāraŚS.	2	primary	residue		
NemīNir.	2	primary	residue		
NyāyKā.	2	primary	residue		
SārasvaVyā.	2	primary	residue		
VedāntraMañ.	2	primary	residue		
Tārkira.	2	primary	residue		
Rāṣṭrapālaparipṛcchā.	2	primary	residue		
Prakavi.	2	primary	residue		
Log.	2	primary	residue		
PamP.	2	primary	residue		
SaṃkṣcŚā.	2	primary	residue		
Ḍi.	2	primary	residue		
RudrU.	2	primary	residue		
NṛsiṃhottaTāU.	2	primary	residue		
MayuMāli.	2	primary	residue		
PāñcaRāRa.	2	primary	residue		
KośakaTa.	2	primary	residue		
HirŚs.	2	primary	residue		
Nālābhyu.	2	primary	residue		
Śāy.	2	primary	residue		
NṛsimṢaCaU.	2	primary	residue		
PāñcRāRā.	2	primary	residue		
TriṣaŚaPuc.	2	primary	residue		
JñānBi.	2	primary	residue		
O.	2	structural			
ṢadviBr.	2	primary	residue		
LalitaTriBh.	2	primary	residue		
KoṣaKaTa.	2	primary	residue		
PuṣpaSū.	2	primary	residue		
AṣṭaHṛ.	2	primary	residue		
ŚārīU.	2	primary	residue		
SiddhāŚi.	2	primary	residue		
YogSāSaṃ.	2	primary	residue		
Dictionary.	2	primary	residue		
NṛtyaRaK.	2	primary	residue		
PañcBraU.	2	primary	residue		
ŚāṇḍiU.	2	primary	residue		
ŚāṅkhāA.	2	primary	residue		
BaudhŚSS.	2	primary	residue		
VarāṅgC.	2	primary	residue		
SaraKaṇṭā.	2	primary	residue		
Rohiṇī.	2	primary	residue		
Mīmāṃsākośa.	2	primary	residue		
ManuSṃ.	2	primary	residue		
PrāṇaU.	2	primary	residue		
BṛParāSṃ.	2	primary	residue		
Nt.	2	primary	residue		
Ṛv.	2	primary	residue		
MadhurāVi.	2	primary	residue		
GopaKeCan.	2	primary	residue		
Rāmābhyu.	2	primary	residue		
VyāvaNi.	2	primary	residue		
LaŚadbeŚe.	2	primary	residue		
JAS.	2	primary	residue		
KauśīGS.	2	primary	residue		
BhaṭṭBhā.	2	primary	residue		
YājñU.	2	primary	residue		
MohRāPa.	2	primary	residue		
AśvVai.	2	primary	residue		
AbhinaBhā.	2	primary	residue		
Ḍamarū.	2	primary	residue		
NandiKāśi.	1	primary	residue		
CamatCan.	1	primary	residue		
ParaLaMañ.	1	primary	residue		
Abhi.	1	primary	residue		
AlaṅkCū.	1	primary	residue		
PadārthaRaMā.	1	primary	residue		
ŚabdKaDru.	1	primary	residue		
Vāc.	1	primary	residue		
Tribhā.	1	primary	residue		
Dr.	1	primary	residue		
Kṣīrasvā.	1	primary	residue		
HorāPañ.	1	primary	residue		
CaturCiu.	1	primary	residue		
RaseCi.	1	primary	residue		
BallāCa.	1	primary	residue		
DvyāKā.	1	primary	residue		
SaṅgīPā.	1	primary	residue		
NyāyaMāVi.	1	primary	residue		
BaudbŚS.	1	primary	residue		
Mahe.	1	primary	residue		
Nandana.	1	primary	residue		
KāryKaVṛ.	1	primary	residue		
Campū.	1	primary	residue		
BrKathāMañ.	1	primary	residue		
VaiKhāŚS.	1	primary	residue		
ŚāriṅgaPa.	1	primary	residue		
Śaivāgama.	1	primary	residue		
Acvutarā.	1	primary	residue		
KāvyMi.	1	primary	residue		
ĪŚānŚiPa.	1	primary	residue		
KathāSaŚāg.	1	primary	residue		
SūśruS.	1	primary	residue		
DhātūPā.	1	primary	residue		
TattvBo.	1	primary	residue		
BERG.	1	primary	residue		
AUFR.	1	primary	residue		
Āpaḥ.	1	primary	residue		
SīśuVa.	1	primary	residue		
LalitāstaRa.	1	primary	residue		
BhāraŚS.	1	primary	residue		
ŚivKePaSt.	1	primary	residue		
AdhidhāCi.	1	primary	residue		
Tantras.	1	primary	residue		
EkārthNā.	1	primary	residue		
Case.	1	primary	residue		
Tribhāṣya.	1	primary	residue		
AlaṅkāCfn.	1	primary	residue		
SabhāRaK.	1	primary	residue		
JādaPa.	1	primary	residue		
ViddhaŚāla.	1	primary	residue		
Buddhakṣetra.	1	primary	residue		
AbhidhānaRāj.	1	primary	residue		
AbhisaAlaṅkĀ.	1	primary	residue		
Rāja.	1	primary	residue		
Bodhisattva.	1	primary	residue		
NyāyaBh.	1	primary	residue		
Brahm.	1	primary	residue		
ĀtmTattvVi.	1	primary	residue		
AbhidhaKoBh.	1	primary	residue		
HaṃsaSan.	1	primary	residue		
Karṇa.	1	primary	residue		
PañcViBr.	1	primary	residue		
UpamitiBhaPraKa.	1	primary	residue		
SaṃkhyaPraSū.	1	primary	residue		
ManuBhā.	1	primary	residue		
SurśruS.	1	primary	residue		
Aṇubh.	1	primary	residue		
KathāLaṬ.	1	primary	residue		
ŚankaDigVi.	1	primary	residue		
TantrRah.	1	primary	residue		
AdaiSi.	1	primary	residue		
KāvyāMī.	1	primary	residue		
AṣṭāṅgHṛ.	1	primary	residue		
SvoṬ.	1	primary	residue		
DhaṬī.	1	primary	residue		
BṛhĀrU.	1	primary	residue		
BrKathāŚloSaṃ.	1	primary	residue		
Jānāsra.	1	primary	residue		
VarīvaRa.	1	primary	residue		
PañcRa.	1	primary	residue		
NyāKuA.	1	primary	residue		
PratyabiVi.	1	primary	residue		
PadyVe.	1	primary	residue		
SubhāRak.	1	primary	residue		
ParaHaṃPaU.	1	primary	residue		
VidyātāU.	1	primary	residue		
ŚaraTi.	1	primary	residue		
ŚivaSū.	1	primary	residue		
ViṣṇuDh.	1	primary	residue		
ŚāstraDīPra.	1	primary	residue		
Kavyāda.	1	primary	residue		
PadārthaSam.	1	primary	residue		
Kāvyālāṅ.	1	primary	residue		
UpadeśaSā.	1	primary	residue		
TattvCi.	1	primary	residue		
KarmNi.	1	primary	residue		
PṛthvīVī.	1	primary	residue		
UdayaSuK.	1	primary	residue		
Tippaṇī.	1	primary	residue		
BhelaSa.	1	primary	residue		
Jivā.	1	primary	residue		
Hol.	1	primary	residue		
LXXB.	1	primary	residue		
ŚataTrayī.	1	primary	residue		
RaMa.	1	primary	residue		
SvopVr.	1	primary	residue		
ŚāṃkhyaTaPra.	1	primary	residue		
ParīMuSū.	1	primary	residue		
PrameRaAlaṃ.	1	primary	residue		
RatnaAva.	1	primary	residue		
KāvyalaṅSū.	1	primary	residue		
Jyeṣṭhā.	1	primary	residue		
ParyāyRaMā.	1	primary	residue		
PañT.	1	primary	residue		
AṇuBhā.	1	primary	residue		
VīkraDeC.	1	primary	residue		
HetuBīT.	1	primary	residue		
ŚīvaDṛ.	1	primary	residue		
DharmaSaṃ.	1	primary	residue		
NyāyVāParī.	1	primary	residue		
NidāS.	1	primary	residue		
Pañc.	1	primary	residue		
JātPā.	1	primary	residue		
NāñārthSaṃ.	1	primary	residue		
VīśvaLoK.	1	primary	residue		
RāghPā.	1	primary	residue		
SākatāVyā.	1	primary	residue		
ManvarthaVi.	1	primary	residue		
NyāyYā.	1	primary	residue		
ViraMī.	1	primary	residue		
Subodhī.	1	primary	residue		
Interpol.	1	primary	residue		
BṛNāP.	1	primary	residue		
RasGaṃ.	1	primary	residue		
Rudradatta.	1	primary	residue		
Kārtikeyānutprekṣā.	1	primary	residue		
BhaṭṭDī.	1	primary	residue		
XL.	1	primary	residue		
SmṛtiCañ.	1	primary	residue		
Kavīndravacanasamuccaya.	1	primary	residue		
VāynP.	1	primary	residue		
KumāCaSam.	1	primary	residue		
ChandoUBh.	1	primary	residue		
AbhidKoBh.	1	primary	residue		
Vīdvanmo.	1	primary	residue		
MahdhyāViBh.	1	primary	residue		
PratyabhiHr.	1	primary	residue		
NavaŚāC.	1	primary	residue		
TriBṛU.	1	primary	residue		
PārasGS.	1	primary	residue		
SubhāSī.	1	primary	residue		
BramāṇḍP.	1	primary	residue		
BhāṭṭCi.	1	primary	residue		
SīddhāBi.	1	primary	residue		
ŚukṛNī.	1	primary	residue		
Divyāvadāna.	1	primary	residue		
ĀrthŚā.	1	primary	residue		
MadhyāViBhṬ.	1	primary	residue		
JaimīUBr.	1	primary	residue		
SīddhaHe.	1	primary	residue		
Jinaś.	1	primary	residue		
TalpaVṛ.	1	primary	residue		
LāṭtyāŚS.	1	primary	residue		
SāṃkhyTaPra.	1	primary	residue		
MayūMāl.	1	primary	residue		
LaghuŚabdeŚe.	1	primary	residue		
KālīViTa.	1	primary	residue		
Itihāsopaniṣad.	1	primary	residue		
KātyāŚuS.	1	primary	residue		
AmarK.	1	primary	residue		
LaghuBhāsk.	1	primary	residue		
PhiSū.	1	primary	residue		
ŚyaiŚā.	1	primary	residue		
ŚabdaBhePr.	1	primary	residue		
Satyabhāmā.	1	primary	residue		
PauṣkṢ.	1	primary	residue		
DaksiMūVaMāSt.	1	primary	residue		
DeviPañ.	1	primary	residue		
PāraskaraGS.	1	primary	residue		
Bhānu.	1	primary	residue		
ŚāṅkhāĀra.	1	primary	residue		
KandaCūMa.	1	primary	residue		
MughaBo.	1	primary	residue		
KhāŚS.	1	primary	residue		
NighaŚe.	1	primary	residue		
NyāyaVi.	1	primary	residue		
Dev.	1	primary	residue		
BṛahmP.	1	primary	residue		
KathāSaSā.	1	primary	residue		
CaturCi.	1	primary	residue		
TantrR.	1	primary	residue		
KalpaKo.	1	primary	residue		
TattvārthaVār.	1	primary	residue		
NīlP.	1	primary	residue		
TriKāŚe.	1	primary	residue		
MuṇnḍaUBh.	1	primary	residue		
KavīndraVaSa.	1	primary	residue		
Kṣemaṅkarī.	1	primary	residue		
VasSm.	1	primary	residue		
ŚatTayī.	1	primary	residue		
JānHa.	1	primary	residue		
Aspera.	1	primary	residue		
RāmoTāpU.	1	primary	residue		
YajñaŚi.	1	primary	residue		
JānāŚra.	1	primary	residue		
SaraKanṭhā.	1	primary	residue		
Nitimā.	1	primary	residue		
NidāŚū.	1	primary	residue		
GāyRaU.	1	primary	residue		
AhibruS.	1	primary	residue		
SāhīSā.	1	primary	residue		
Dharma.	1	primary	residue		
ŚāṅkhaĀ.	1	primary	residue		
SāṅkhyaTaKau.	1	primary	residue		
Ujjvala.	1	primary	residue		
SivpañNaMā.	1	primary	residue		
NyāyaVār.	1	primary	residue		
TripuTāpU.	1	primary	residue		
BhāraDī.	1	primary	residue		
Sam.	1	primary	residue		
UpadeŚā.	1	primary	residue		
HastyāYur.	1	primary	residue		
PrabhaK.	1	primary	residue		
ĀŚvaGS.	1	primary	residue		
IṣaṭaSi.	1	primary	residue		
Aor.	1	primary	residue		
Prāsā.	1	primary	residue		
Sāya.	1	primary	residue		
AśvaŚāstra.	1	primary	residue		
VedāntSiSuMañ.	1	primary	residue		
BṛKathāŚaloSaṃ.	1	primary	residue		
RāmkṛViKā.	1	primary	residue		
BarpaD.	1	primary	residue		
Rāgha.	1	primary	residue		
Sarvajña.	1	primary	residue		
DāśāvaC.	1	primary	residue		
KuṭṭiMa.	1	primary	residue		
ApūNāMā.	1	primary	residue		
ŚBK.	1	primary	residue		
XLVI.	1	primary	residue		
DrāhGS.	1	primary	residue		
CūMa.	1	primary	residue		
TattvaMu.	1	primary	residue		
VaijK.	1	primary	residue		
AhhiDhKoBh.	1	primary	residue		
AbhisaAlāṅĀ.	1	primary	residue		
Kṣīra.	1	primary	residue		
Crit.	1	primary	residue		
ŚrikarBh.	1	primary	residue		
ĀṣṭāHṛ.	1	primary	residue		
AlaṇkāSa.	1	primary	residue		
NalāCam.	1	primary	residue		
